Country,HTS_Code,Truncated_Mean_EU_Export_to_US_2022_2024H1_in_thousand ($),Export_Share
BG,940350,15.185666666666668,7.03633407095502e-05
BG,940360,29.5505,0.0001369233202123206
BG,940370,41.566500000000005,0.00019259989474308133
BG,940382,0.524,2.427973123678313e-06
BG,940389,12.526434782608696,5.804169272458609e-05
BG,940391,72.72279166666667,0.000336963709247183
BG,940399,383.0033,0.0017746597684734774
BG,940421,1268.0287647058824,0.005875457558696363
BG,940429,127.62559999999999,0.0005913578753689293
BG,940440,0.8423333333333334,3.902982241434541e-06
BG,940490,17.5408275862069,8.127606478317841e-05
BG,940511,9.962333333333333,4.616083508102656e-05
BG,940519,4.728727272727273,2.1910730395775703e-05
BG,940521,2.2075,1.022853181396923e-05
BG,940529,6.022399999999999,2.790501019091655e-05
BG,940539,1.4855,6.883118464168196e-06
BG,940541,3.50025,1.6218536118616443e-05
BG,940542,5.05175,2.3407467991492213e-05
BG,940549,1.6944,7.851064238092622e-06
BG,940550,145.278,0.0006731509150033168
BG,940561,1.564,7.246851079070386e-06
BG,940569,15.713,7.280675895488041e-05
BG,940591,6.4623333333333335,2.9943457346534007e-05
BG,940592,6.244,2.893180187833471e-05
BG,940599,3.8585652173913045,1.78788027553169e-05
BG,940610,8.113,3.759188158855373e-05
BG,940620,172.5326666666667,0.000799436407677893
BG,940690,2.762,1.2797827800762407e-05
BG,950300,36.8904,0.0001709330147361497
BG,950420,9.03,4.184083455499078e-05
BG,950430,139.59990476190475,0.0006468412534922842
BG,950440,8.4328,3.90736865598368e-05
BG,950450,115.66538888888888,0.0005359398006908824
BG,950490,56.35890909090909,0.00026114106212319965
BG,950510,212.8306,0.0009861583524739116
BG,950590,7.5714,3.50823582225534e-05
BG,950611,1251.1158,0.005797090719483381
BG,950612,5.996,2.7782684827433527e-05
BG,950619,7.1659999999999995,3.32039225272496e-05
BG,950621,9.919333333333332,4.596159301171707e-05
BG,950629,148.5685,0.0006883975668419876
BG,950639,23.5792,0.00010925508373632764
BG,950651,15.381666666666666,7.127151386268178e-05
BG,950659,12.126,5.618626354527333e-05
BG,950662,7.0752500000000005,3.278342909027669e-05
BG,950691,798.6877999999999,0.003700749069865954
BG,950699,101.25493333333334,0.0004691684289564365
BG,950730,3.7213333333333334,1.7242933812178555e-05
BG,950790,3.702,1.7153352106597548e-05
BG,950821,271.2386923076923,0.0012567943798181844
BG,950829,84.194,0.00039011597170796167
BG,950840,93.33300000000001,0.0004324618617409696
BG,960190,18.169,8.418672458799862e-05
BG,960350,16.10842105263158,7.463895683336528e-05
BG,960390,4.952500000000001,2.294758949430696e-05
BG,960500,3.736,1.7310892347446906e-05
BG,960629,5.874,2.7217393374974068e-05
BG,960820,16.858,7.811215824230727e-05
BG,960830,9.423,4.3661814397749515e-05
BG,960860,36.6976,0.00017003966889980396
BG,960899,17.4,8.062353502290581e-05
BG,960910,39.616,0.0001835621818084734
BG,960990,25.998,0.00012046268181181068
BG,961100,2.987,1.3840373512265501e-05
BG,961380,69.61639285714286,0.0003225700969934614
BG,961390,6.740142857142857,3.123069791392216e-05
BG,961610,2.625,1.2163033300869414e-05
BG,961900,27.76125,0.00012863276503762323
BG,970121,24.141599999999997,0.0001118609846614358
BG,970129,2.129,9.86479919906704e-06
BG,970191,17.649703703703704,8.178054624709575e-05
BG,970199,92.38088888888889,0.0004280502201597991
BG,970290,6.8535,3.17559423723842e-05
BG,970310,4.386,2.032269106956695e-05
BG,970390,227.6717368421053,0.0010549253016675446
BG,970400,2.824,1.3085107063487703e-05
BG,970510,3.699666666666667,1.714254052144122e-05
BG,970531,44.39576923076923,0.00020570941697964183
BG,970539,29.412105263157898,0.000136282063148368
BG,970610,5.79975,2.6873353290178052e-05
BG,970690,20.428833333333333,9.465774481190264e-05
BG,980100,811.5034333333333,0.0037601307746297882
BG,980200,18.51780952380952,8.580294624657219e-05
BG,981000,26.58888,0.00012320054585631266
BG,981700,19.95,9.243905308660754e-05
BG,999995,2320.3736,0.010751535758955521
CY,010129,274.65,0.015965857774137615
CY,010619,14.526,0.0008444203532755254
CY,010690,2.394,0.0001391671709859292
CY,030284,51.10093333333334,0.002970581590117197
CY,030285,9.801142857142858,0.0005697566097984624
CY,040590,78.484,0.004562404447643971
CY,040610,162.5551304347826,0.00944959800829466
CY,040630,16.08,0.0009347569379506021
CY,040690,732.052,0.04255539091670487
CY,040900,6.539,0.00038012286176983756
CY,071290,2.669,0.00015515337483769636
CY,090121,30.889583333333334,0.0017956624584102379
CY,121190,46.451,0.0027002732913397652
CY,121292,23.416666666666668,0.0013612494794989596
CY,130219,77.34375,0.004496119833309508
CY,130220,5.146,0.0002991454728043407
CY,140490,20.88,0.0012137888597269014
CY,150920,36.07669565217391,0.0020971978581593212
CY,150930,6.814,0.0003961090656216047
CY,150940,5.146,0.0002991454728043407
CY,150990,15.671,0.0009109810929492467
CY,151010,25.9116,0.001506284071728907
CY,151219,34.62625,0.0020128810586263705
CY,151590,24.93292857142857,0.0014493922864160231
CY,151790,2.614,0.00015195613406734291
CY,170290,2.3815,0.00013844052535630342
CY,170490,6.209,0.000360939417147717
CY,180690,9.3296,0.0005423450452925335
CY,190430,4.096,0.0002381072399157753
CY,190531,160.94335714285714,0.009355902966812645
CY,190540,4.087,0.00023758405506244472
CY,190590,233.98741176470588,0.01360207441170169
CY,200190,5.8180000000000005,0.00033820994185302267
CY,200520,3.485,0.0002025888015396672
CY,200599,4.89,0.00028426377030960477
CY,200819,2.4185,0.00014059139641999573
CY,200899,26.862,0.0015615323922406141
CY,200912,11.400176470588235,0.0006627110727452464
CY,200919,3.8429999999999995,0.0002233999323721495
CY,200941,4.135111111111112,0.0002403808333524711
CY,200949,4.948428571428571,0.00028766031959551267
CY,200969,2.4753999999999996,0.00014389908732605227
CY,200971,4.382099999999999,0.0002547387050866501
CY,200979,4.873307692307693,0.0002832934189149661
CY,200989,7.394571428571429,0.0004298586409221666
CY,200990,3.1474,0.00018296355637473417
CY,210111,88.2325,0.005129100841276524
CY,210410,6.05475,0.0003519726100781349
CY,210610,3.308,0.00019229949942416616
CY,210690,16.914555555555555,0.0009832710297205509
CY,220190,7.015000000000001,0.00040779352734598723
CY,220210,4.062333333333334,0.00023615014101998323
CY,220291,73.384,0.004265933030756654
CY,220299,44.21757692307692,0.002570440721903644
CY,220300,8.517833333333334,0.0004951557092437959
CY,220410,7.518666666666667,0.00043707250191570864
CY,220421,38.90804545454545,0.0022617888949461287
CY,220820,4.409,0.0002563024464816048
CY,220860,420.0432857142857,0.02441780942543505
CY,220870,50.411,0.002930474626805212
CY,220890,3.262333333333333,0.0001896448207239333
CY,250100,370.5259,0.021539282071852676
CY,253090,61.590875000000004,0.0035803792114862125
CY,271099,3.15,0.00018311469866569632
CY,280300,9.123,0.0005303350463260785
CY,290522,7.0,0.0004069215525904363
CY,290719,662.0,0.03848315254498126
CY,291429,16.467000000000002,0.0009572538866438164
CY,300120,33.096000000000004,0.0019239251006475829
CY,300190,40.070625,0.0023293715626098786
CY,300290,58.144000000000005,0.0033800066791169043
CY,300490,12.9985,0.0007556242573352552
CY,320649,40.288,0.0023420079301090706
CY,320890,6.225,0.00036186952355363796
CY,321100,18.995,0.0011042106987793339
CY,330112,28.843,0.0016766911916237077
CY,330113,17.294,0.001005328761499858
CY,330119,208.287,0.012108067060629172
CY,330129,36.04173333333333,0.0020951654408643545
CY,330300,22.05725,0.0012822243451250572
CY,330499,59.77833333333333,0.0034750131730383756
CY,330510,122.448,0.007118104324513391
CY,330590,11.001,0.0006395062857210556
CY,330690,56.958,0.00331106254177801
CY,340111,26.97175,0.0015679123408687285
CY,370120,41.845,0.002432518909735258
CY,370710,5.024,0.0002920534114591931
CY,380991,49.98,0.0029054198854957147
CY,381400,4.516,0.00026252253307120144
CY,382219,45.118,0.0026227838013964722
CY,390690,2.949,0.0001714302369413138
CY,390890,4.6925,0.0002727827693615175
CY,391740,9.42825,0.0005480797326015401
CY,392310,1.188,6.906040063963404e-05
CY,392330,7.587,0.00044104483135766286
CY,392390,0.268,1.5579282299176705e-05
CY,392410,7.1902,0.0004179781924908221
CY,392590,28.347,0.0016478578930401568
CY,392610,6.931,0.000402910468714902
CY,392640,0.95,5.522506785155921e-05
CY,392690,81.83557142857144,0.004757236826119977
CY,400220,45.73,0.00265836037142295
CY,400912,1.4435,8.391303730918496e-05
CY,400941,4.247,0.00024688511912165467
CY,401012,1.354,7.871025460106439e-05
CY,401692,0.78,4.5342687288648615e-05
CY,401693,13.7396,0.0007987056234245083
CY,401699,0.9195,5.3452052515272305e-05
CY,410711,9.346,0.0005432984043586025
CY,420212,2.259,0.0001313193981859708
CY,420231,0.364,2.1159920734702685e-05
CY,420292,5.4918000000000005,0.0003192473975023083
CY,480300,5.754,0.0003344895162293386
CY,480620,27.1945,0.0015808611659886601
CY,481160,42.47175,0.0024689529216046944
CY,481730,2.006,0.00011661209064234502
CY,481820,18.375,0.0010681690755498952
CY,481830,5.9704999999999995,0.0003470750185344571
CY,481920,2.03,0.00011800725025122652
CY,482010,19.53,0.0011353111317273174
CY,482369,33.81325,0.0019656200268755096
CY,490110,4.2205,0.00024534463038684807
CY,490199,8.0465,0.0004677563247027065
CY,491110,3.7145,0.00021593001529959652
CY,491199,7.08525,0.0004118772757844841
CY,520951,0.276,1.6044335502137205e-05
CY,580410,1.392,8.091925731512675e-05
CY,580632,3.4524999999999997,0.00020069952290264017
CY,610210,0.465,2.7031217422078984e-05
CY,610290,0.344,1.999728772730144e-05
CY,610431,1.2774999999999999,7.426318334775461e-05
CY,610441,2.693,0.00015654853444657785
CY,610442,0.2935,1.7061639383613293e-05
CY,610443,0.26,1.5114229096216205e-05
CY,610444,1.563,9.085976952840742e-05
CY,610463,0.384,2.2322553742103932e-05
CY,620220,1.7066666666666668,9.921134996490637e-05
CY,620230,0.422,2.45315564561663e-05
CY,620240,0.356,2.069486753174219e-05
CY,620290,0.792,4.6040267093089365e-05
CY,620433,0.344,1.999728772730144e-05
CY,620442,0.8307142857142857,4.829079241455892e-05
CY,620443,0.7115,4.1360669238299344e-05
CY,620444,1.1715,6.810122840852802e-05
CY,620449,1.285125,7.470643718182636e-05
CY,620462,1.05,6.103823288856544e-05
CY,620630,0.509,2.9589010038361724e-05
CY,620640,0.514,2.9879668290212038e-05
CY,620829,0.372,2.1624973937663186e-05
CY,621112,0.375,2.179936888877337e-05
CY,621142,0.516,2.999593159095216e-05
CY,630240,0.764,4.441258088272762e-05
CY,630293,3.209,0.00018654446603753
CY,630299,1.5955,9.274904816543444e-05
CY,630710,3.59125,0.00020876528939148633
CY,630720,4.06,0.00023601450050245303
CY,630790,15.233,0.0008855194300871594
CY,630800,1.973,0.00011469374618013298
CY,630900,0.5,2.9065825185031163e-05
CY,640192,10.515,0.0006112543036412054
CY,640220,177.622,0.010325460002031212
CY,640299,261.939,0.015226946366283757
CY,640319,308.521,0.017934834903822
CY,640320,19.826,0.0011525181002368557
CY,640359,273.102,0.01587586997936476
CY,640391,1180.075,0.0685997073104513
CY,640399,156.681,0.009108125111631737
CY,640419,67.711,0.00393615217820729
CY,640420,26.178,0.0015217703433874916
CY,640510,114.386,0.006649446959229949
CY,650500,34.608,0.0020118201560071166
CY,680210,86.379,0.005021353827315614
CY,680291,67.30175,0.0039123618002933425
CY,690210,39.655,0.0023052105954248217
CY,690721,16.013,0.0009308621173758081
CY,691390,10.0,0.0005813165037006232
CY,700992,7.0,0.0004069215525904363
CY,711319,4.909142857142858,0.00028537657618811745
CY,711419,6.284000000000001,0.0003652992909254717
CY,711590,205.481,0.011944949649690777
CY,711719,4.729,0.00027490457460002476
CY,730830,11.562,0.0006721181415786606
CY,730890,2.214,0.000128703473919318
CY,731815,5.773000000000001,0.00033559401758636985
CY,731816,2.175,0.00012643633955488555
CY,731822,2.9,0.00016858178607318075
CY,732119,7.442666666666667,0.0004326544964875839
CY,732190,10.693,0.0006216017374070764
CY,732690,6.0402000000000005,0.0003511267945652505
CY,741220,21.774,0.0012657585551577371
CY,761010,42.54625,0.002473283729557264
CY,761699,4.0115,0.00023319511545950503
CY,821000,94.8135,0.005511665232361905
CY,821191,52.126,0.0030301704071898686
CY,821193,55.884,0.003248629149280563
CY,821210,22.54,0.001310287399341205
CY,830140,3.4,0.0001976476112582119
CY,830210,2.03,0.00011800725025122652
CY,830250,92.069,0.0053521229179212685
CY,830629,3.12,0.00018137074915459446
CY,840729,13.54,0.0007871025460106438
CY,840890,4.287,0.0002492103851364572
CY,840991,27.372125,0.0015911868003856424
CY,840999,8.093166666666667,0.0004704691350533094
CY,841191,5.457,0.0003172244160694301
CY,841199,80.577,0.004684073991868512
CY,841290,18.939,0.0011009553263586103
CY,841381,4.792,0.00027856686857333863
CY,841459,13.21,0.0007679191013885234
CY,841590,15.894,0.0009239444509817706
CY,841981,3.682,0.0002140407366625695
CY,841989,15.374,0.0008937159927893383
CY,841990,20.565,0.0011954773898603319
CY,842121,4.255,0.0002473501723246152
CY,842123,7.082166666666667,0.0004116980365291764
CY,842131,14.1785,0.0008242196047719287
CY,842139,3.0323333333333333,0.000176274541138819
CY,842199,18.192,0.0010575309835321738
CY,842230,144.437,0.008396361184500692
CY,842240,52.5895,0.0030571144271363928
CY,842290,6.1049999999999995,0.0003548937255092305
CY,842410,36.16891666666667,0.002102558817930587
CY,842420,6.276,0.00036483423772251113
CY,842430,5.345000000000001,0.0003107136712279832
CY,842482,7.25,0.00042145446518295187
CY,842542,67.742,0.003937954259368762
CY,842710,6.325,0.00036768268859064423
CY,843143,5.0,0.0002906582518503116
CY,843420,716.538,0.04165353649286372
CY,843490,2.529,0.00014701494378588763
CY,843810,2.262,0.000131493793137081
CY,846190,11.925,0.0006932199306629933
CY,846239,2.99,0.00017381363460648638
CY,846693,2.681,0.0001558509546421371
CY,846789,24.8,0.0014416649291775457
CY,847010,71.5932,0.004161830871273946
CY,847130,191.2912,0.011120073157269667
CY,847149,2.245,0.00013050555508078992
CY,847150,32.565,0.0018930571943010794
CY,847160,2.999,0.00017433681945981693
CY,847170,5.361,0.0003116437776339041
CY,847180,3.304,0.00019206697282268592
CY,847190,5.8,0.0003371635721463615
CY,847290,6.0,0.00034878990222037394
CY,847330,6.453,0.00037512353983801223
CY,847730,450.747,0.026202667009354485
CY,847982,13.745,0.0007990195343365067
CY,847990,4.7865,0.00027824714449630334
CY,848071,289.995,0.016857887949066223
CY,848079,113.67599999999999,0.006608173487467204
CY,848180,10.976500000000001,0.0006380820602869893
CY,848190,7.5,0.00043598737777546747
CY,848420,3.68,0.00021392447336182938
CY,848710,7.414999999999999,0.0004310461874940121
CY,850110,2.874,0.00016707036316355913
CY,850131,3.1207142857142856,0.00018141227176200165
CY,850132,3.1983333333333337,0.00018592439510024936
CY,850134,2.4025,0.00013966129001407473
CY,850164,2.965,0.0001723603433472348
CY,850180,2.22,0.00012905226382153837
CY,850220,2.585,0.00015027031620661112
CY,850440,9.24,0.0005371364494193759
CY,850490,11.916,0.0006926967458096627
CY,850590,2.8,0.0001627686210361745
CY,851140,4.284000000000001,0.00024903599018534706
CY,851150,8.11,0.00047144768450120545
CY,851490,9.792,0.0005692251204236502
CY,851660,12.234,0.0007111826106273425
CY,851679,88.29,0.005132443411172803
CY,851762,48.99376923076923,0.0028480886632345943
CY,851769,301.3550769230769,0.017518267968935547
CY,851771,12.2085,0.0007097002535429059
CY,851779,16.036461538461538,0.0009322259753267979
CY,851810,26.587333333333333,0.001545565565605637
CY,851822,10.727,0.0006235782135196586
CY,851829,9.9835,0.0005803573314695172
CY,851830,43.0665,0.0025035267206622892
CY,851850,24.1745,0.0014053035818710716
CY,851890,3.103,0.00018038251109830342
CY,851989,42.196,0.00245292311901515
CY,852352,4.9825,0.00028964094796883556
CY,852550,10.004166666666666,0.0005815587189104985
CY,852589,9.5577,0.0005556048747419447
CY,852610,2.25,0.00013079621333264024
CY,852691,4.37,0.0002540353121171724
CY,852852,3.427,0.00019921716581820358
CY,852910,4.0,0.0002325266014802493
CY,853340,1396.739882352941,0.08119479449886316
CY,853620,7.583,0.00044081230475618265
CY,853649,5.388,0.00031321333219389583
CY,853650,4.538285714285714,0.00026381803842230573
CY,853669,3.256,0.00018927665360492292
CY,853690,7.916333333333333,0.00046018952154620337
CY,853710,17.198,0.000999748123064332
CY,854231,6.685,0.0003886100827238666
CY,854232,5.861571428571429,0.00034074282090486107
CY,854233,5.128,0.0002980991030976796
CY,854239,35.842,0.0020835546125637736
CY,854290,6.276,0.00036483423772251113
CY,854370,10.119777777777777,0.000588279383600504
CY,854420,12.2775,0.0007137113374184402
CY,854430,51.856,0.0030144748615899522
CY,854442,6.2276,0.0003620206658446001
CY,854449,3.589,0.0002086344931781537
CY,854800,49.066,0.002852287557057478
CY,860900,26.85,0.0015608348124361736
CY,870840,12.404,0.0007210649911902531
CY,870892,2.258,0.00013126126653560072
CY,870893,12.8935,0.0007495204340463986
CY,870894,2.224,0.0001292847904230186
CY,870899,60.793454545454544,0.00353402384442464
CY,880100,25.311,0.0014713702025166476
CY,880730,36.035,0.002094774021085196
CY,890710,5.5,0.0003197240770353428
CY,900190,7.867,0.0004573216934612803
CY,900211,4.943,0.0002873447477792181
CY,900219,5.6370000000000005,0.00032768811313604136
CY,900410,3.5095,0.00020401302697373373
CY,900580,24.405363636363635,0.0014187240660633238
CY,900691,6.302,0.0003663456606321328
CY,900791,2.921,0.00016980255073095204
CY,901320,4.0,0.0002325266014802493
CY,901390,31.1425,0.001810364921649666
CY,901580,7.269333333333333,0.00042257834375677305
CY,901839,28.495,0.0016564613772949261
CY,901841,2.158,0.0001254481014985945
CY,901849,11.235285714285714,0.0006531257009506132
CY,901890,55.80383333333333,0.003243968928642563
CY,902110,39.27,0.0022828299100323478
CY,902121,2.334,0.00013567927196372548
CY,902129,9.354,0.0005437634575615629
CY,902131,11.564,0.0006722344048794008
CY,902221,42.227000000000004,0.0024547252001766223
CY,902300,6.804,0.0003955277491179041
CY,902480,4.358,0.0002533377323127316
CY,902580,3.12,0.00018137074915459446
CY,902680,5.0,0.0002906582518503116
CY,902750,20.0,0.0011626330074012464
CY,902790,5.16,0.0002999593159095216
CY,903040,8.698666666666666,0.0005056678493523822
CY,903180,23.407375000000002,0.0013607093395809377
CY,903289,3.9,0.00022671343644324306
CY,903290,5.205,0.00030257524017617444
CY,903300,34.18,0.0019869398096487305
CY,910221,4.16,0.00024182766553945928
CY,920290,2.7775,0.0001614606589028481
CY,920810,2.48,0.00014416649291775456
CY,930621,131.80427272727272,0.0076619998994621585
CY,940161,6.233,0.00036233457675659844
CY,940171,33.313,0.0019365396687778865
CY,940179,8.91,0.0005179530047972553
CY,940180,3.6565000000000003,0.0002125583795781329
CY,940320,2.234666666666667,0.0001299048613602993
CY,940330,2.131,0.00012387854693860282
CY,940360,2.7045000000000003,0.00015721704842583357
CY,940389,8.70725,0.0005061668126847252
CY,940399,1.302,7.568740878182115e-05
CY,940511,4.3676666666666675,0.00025389967159964225
CY,940519,6.463,0.0003757048563417128
CY,940521,7.358666666666667,0.0004277714378564987
CY,940529,0.453,2.6333637617638234e-05
CY,940541,3.345,0.0001944503704878585
CY,940542,2.3393333333333333,0.0001359893074323658
CY,940550,14.617,0.0008497103334592011
CY,950300,105.069,0.006107834372732079
CY,950440,11.793666666666667,0.000685585307247725
CY,950450,13.687875,0.0007956987638091168
CY,950629,31.36433333333333,0.0018232604594234246
CY,960321,3.242,0.00018846281049974205
CY,960330,9.388571428571428,0.0005457731517600708
CY,960350,2.35,0.00013660937836964648
CY,960390,8.038,0.000467262205674561
CY,960810,12.001571428571427,0.0006976711541770437
CY,960820,6.7620000000000005,0.0003930862198023615
CY,960830,20.534615384615385,0.0011937110820221645
CY,960860,22.223,0.001291859666173895
CY,960891,4.295,0.0002496754383394177
CY,960899,12.936571428571428,0.000752024247273052
CY,960990,3.969,0.00023072452031877737
CY,970121,376.575,0.02189092623810622
CY,970122,13.055,0.0007589086955811636
CY,970129,3.528,0.0002050884625055799
CY,970191,18.476777777777777,0.0010740855857431148
CY,970199,89.18933333333332,0.005184723142072278
CY,970210,10.838,0.0006300308267107354
CY,970290,6.8435,0.00039782394930752154
CY,970390,23.6,0.001371906948733471
CY,970510,78.2405,0.004548249390778861
CY,970531,21.635555555555555,0.001257710551117615
CY,970539,9.592571428571429,0.0005576320084355636
CY,970610,37.680749999999996,0.002190444184681726
CY,970690,13.217333333333334,0.0007683454001579038
CY,980100,1264.7906333333333,0.07352436688826303
CY,981700,10.68,0.0006208460259522656
CY,999995,51.079100000000004,0.002969312382417451
CZ,010121,88.35442857142857,0.00011954111985111467
CZ,010129,95.861,0.00012969730522091046
CZ,010611,26.159,3.53924099192977e-05
CZ,010619,178.36423333333332,0.00024132191831012636
CZ,010620,38.93316,5.2675498229045626e-05
CZ,010690,29.8628,4.040354978928871e-05
CZ,030111,24.922793103448274,3.371985587564842e-05
CZ,030119,8.162642857142858,1.1043832028167263e-05
CZ,030199,3.493,4.725933248522759e-06
CZ,030890,49.101,6.643230702425308e-05
CZ,040510,58.11533333333333,7.862845291983482e-05
CZ,040610,75.4,0.00010201413310581623
CZ,040690,19.219166666666666,2.6003005656713523e-05
CZ,040711,44.135,5.971344515418036e-05
CZ,040719,39.809333333333335,5.386093673104076e-05
CZ,050510,5.317,7.1937552483239375e-06
CZ,050790,47.44018181818182,6.418526555124832e-05
CZ,051110,21.505,2.909567549655939e-05
CZ,051199,64.62929411764705,8.744166329777973e-05
CZ,060290,11.384,1.5402239937355597e-05
CZ,060490,35.0,4.735404056636032e-05
CZ,071239,21.0055,2.8419865689048048e-05
CZ,071290,17.1,2.3135831248136043e-05
CZ,071310,33.53,4.5365170862573185e-05
CZ,081340,15.147,2.0493475784533135e-05
CZ,081400,13.671,1.849648824522034e-05
CZ,090121,56.70709090909091,7.672313952312495e-05
CZ,090122,6.263,8.473667316203276e-06
CZ,090210,3.6296666666666666,4.910839502162833e-06
CZ,090230,3.587666666666667,4.854014653483201e-06
CZ,091099,27.199684210526314,3.680042712849867e-05
CZ,110100,2.9045,3.929708880714101e-06
CZ,110419,44.09085714285714,5.965372107852727e-05
CZ,110630,4.09,5.533657883326106e-06
CZ,110710,39.82285714285714,5.387923407460653e-05
CZ,110720,13.681333333333335,1.851046896195898e-05
CZ,110813,203.654,0.000275538279357187
CZ,110819,39.13766666666667,5.295219014302918e-05
CZ,110900,73.423,9.933930630011067e-05
CZ,120750,108.824,0.00014723588887410272
CZ,120791,17.343833333333333,2.3465731064081684e-05
CZ,120890,6.6,8.929619078227945e-06
CZ,120922,215.767875,0.00029192802016192465
CZ,120925,41.94775,5.675415586192974e-05
CZ,120930,14.975466666666668,2.0261395886671716e-05
CZ,120991,10.378444444444446,1.404175083536969e-05
CZ,120999,6.4552,8.733708647541975e-06
CZ,121010,56.496,7.643753930963121e-05
CZ,121020,212.72296000000003,0.00028780833363532127
CZ,121150,17.823,2.4114030428978283e-05
CZ,121160,40.0,5.411890350441179e-05
CZ,121190,196.63570370370368,0.0002660427168565712
CZ,121229,5.6135,7.59491162055039e-06
CZ,121299,15.735,2.128902366604799e-05
CZ,130190,6.95,9.403159483891548e-06
CZ,130219,22.238999999999997,3.0088757375865342e-05
CZ,130220,1019.7810416666666,0.0013797357947396718
CZ,151590,20.840545454545456,2.819668671084633e-05
CZ,151800,443.718,0.0006003382906292648
CZ,170410,17.517,2.370002081716953e-05
CZ,170490,55.79042857142857,7.548292050817303e-05
CZ,180100,70.688,9.563892627299652e-05
CZ,180631,12.8055,1.732549047064363e-05
CZ,180632,81.73735714285715,0.00011058840359799825
CZ,180690,120.58553846153846,0.00016314892800068842
CZ,190190,34.956,4.729450977250547e-05
CZ,190230,149.1705,0.00020182359738012148
CZ,190410,52.09581818181818,7.048421392912998e-05
CZ,190420,31.135,4.212480151524653e-05
CZ,190510,8.817,1.192915930495997e-05
CZ,190520,27.295,3.6929386778823e-05
CZ,190531,17.196933333333334,2.3266979390961733e-05
CZ,190532,22.131941176470587,2.994390972236824e-05
CZ,190590,149.76656666666668,0.00020263005924050974
CZ,200110,2.5155,3.4034025441336963e-06
CZ,200520,14.984666666666666,2.027384323447773e-05
CZ,200710,82.5504,0.00011168842829626487
CZ,200811,44.779,6.0584759500601396e-05
CZ,200819,11.844166666666666,1.60248328230876e-05
CZ,200897,8.482,1.1475913488110519e-05
CZ,200939,3.607,4.880172123510333e-06
CZ,200989,10.590533333333333,1.432870128817308e-05
CZ,210112,12.6088,1.7059360762660685e-05
CZ,210120,5.136,6.948867209966474e-06
CZ,210130,11.083,1.4994995188484898e-05
CZ,210320,58.347,7.894189156929787e-05
CZ,210330,3.147625,4.258650341076854e-06
CZ,210390,184.68275,0.00024987069815448514
CZ,210410,23.17,3.1348374854930535e-05
CZ,210420,47.367222222222225,6.408655321791187e-05
CZ,210610,3403.583157894737,0.0046049547122836605
CZ,210690,123.70916666666668,0.00016737511133611322
CZ,220110,3.439,4.652872728791804e-06
CZ,220210,44.24595652173913,5.986356628650999e-05
CZ,220299,55.1685,7.464146819957855e-05
CZ,220300,609.0263333333334,0.00082399593413281
CZ,220410,14.982166666666666,2.0270460803008704e-05
CZ,220421,34.77404347826087,4.704832758645551e-05
CZ,220422,20.301,2.7466696501076592e-05
CZ,220510,30.423105263157893,4.1161627451035113e-05
CZ,220600,2.019,2.7316516543851855e-06
CZ,220820,23.7655,3.215407003085246e-05
CZ,220850,27.072,3.66276738917859e-05
CZ,220860,22.8415,3.090392335990055e-05
CZ,220870,96.96840740740741,0.0001311955970864493
CZ,220890,113.7663,0.0001539226852938491
CZ,230990,430.4059655172413,0.0005823274728887693
CZ,240412,9.415166666666666,1.2738462407782192e-05
CZ,240419,6.762666666666667,9.149702619145887e-06
CZ,250100,46.59763636363636,6.304532464743265e-05
CZ,250700,436.965,0.0005912016667451324
CZ,250840,6.176,8.35595870108118e-06
CZ,250870,20.39035714285714,2.7587594265869483e-05
CZ,250900,6.2699,8.483002827057786e-06
CZ,251200,2.239,3.02930562365945e-06
CZ,251320,48.82,6.60521217271346e-05
CZ,251749,11.685,1.5809484686226295e-05
CZ,251910,49.02633333333333,6.633128507104485e-05
CZ,251990,42.904384615384615,5.804845627290424e-05
CZ,252910,6.72,9.09197578874118e-06
CZ,253090,16.47864705882353,2.2295157751493244e-05
CZ,261510,63.584,8.602740901061298e-05
CZ,270400,9066.7655,0.012267085179790747
CZ,270740,122.80257142857144,0.00016614851283091236
CZ,270810,371.9360476190476,0.0005032192767726886
CZ,271019,8.114333333333333,1.0978470566732469e-05
CZ,271129,723.013,0.0009782167694858822
CZ,271290,2.446,3.3093709492947814e-06
CZ,280300,303.74734482758623,0.00041096183111113586
CZ,280421,2.188,2.9603040216913253e-06
CZ,280429,14.1195,1.9103296450763558e-05
CZ,280430,71.5715,9.683427755415021e-05
CZ,280530,7.125,9.639929686723351e-06
CZ,280700,0.6524285714285715,8.827179725166023e-07
CZ,280800,21.002333333333333,2.8415581275853946e-05
CZ,280920,2.414857142857143,3.267235517280632e-06
CZ,281112,2.475,3.3486071543354796e-06
CZ,281119,5.518,7.465702738433606e-06
CZ,281121,52.95,7.163989851396512e-05
CZ,281129,1066.5457,0.001443007095533633
CZ,281290,11.094,1.500987788694861e-05
CZ,281511,31.28553846153846,4.232847592708909e-05
CZ,281520,10.373466666666667,1.403501603848914e-05
CZ,281610,2.944,3.983151297924708e-06
CZ,281810,16.21526923076923,2.193881476995144e-05
CZ,281820,3.875,5.242768776989892e-06
CZ,282110,76.5810588235294,0.00010361207331840678
CZ,282200,79.31,0.00010730425592337247
CZ,282300,185.6014642857143,0.00025111369339890255
CZ,282520,8.367,1.1320321640535337e-05
CZ,282540,161.394,0.00021836165780477593
CZ,282720,516.4905333333334,0.0006987975333602212
