Country,Level 1 Index,Time,Indprod Index Value (I21)
HR,C,2020-12,92.6
HR,C,2021-01,79.5
HR,C,2021-02,94.5
HR,C,2021-03,110.8
HR,C,2021-04,102.9
HR,C,2021-05,104.6
HR,C,2021-06,103.4
HR,C,2021-07,106.5
HR,C,2021-08,85.8
HR,C,2021-09,104.9
HR,C,2021-10,104.1
HR,C,2021-11,103.0
HR,C,2021-12,99.8
HR,C,2022-01,86.8
HR,C,2022-02,97.6
HR,C,2022-03,111.6
HR,C,2022-04,102.3
HR,C,2022-05,108.0
HR,C,2022-06,106.5
HR,C,2022-07,105.7
HR,C,2022-08,86.3
HR,C,2022-09,106.9
HR,C,2022-10,106.2
HR,C,2022-11,101.9
HR,C,2022-12,96.9
HR,C,2023-01,87.1
HR,C,2023-02,94.6
HR,C,2023-03,110.3
HR,C,2023-04,94.0
HR,C,2023-05,109.0
HR,C,2023-06,110.3
HR,C,2023-07,106.1
HR,C,2023-08,86.1
HR,C,2023-09,107.7
HR,C,2023-10,109.7
HR,C,2023-11,109.7
HR,C,2023-12,89.6
HR,C,2024-01,88.8
HR,C,2024-02,96.9
HR,C,2024-03,102.4
HR,C,2024-04,99.9
HR,C,2024-05,107.3
HR,C,2024-06,102.9
HR,C,2024-07,113.6
HR,C,2024-08,81.3
HR,C,2024-09,106.8
HR,C,2024-10,111.1
HR,C,2024-11,98.0
HR,C,2024-12,94.0
HR,C,2025-01,94.1
HR,C,2025-02,96.7
HR,C,2025-03,105.5
HR,C,2025-04,107.7
HR,C,2025-05,110.1
HR,C,2025-06,106.0
HR,C,2025-07,115.0
HR,C,2025-08,82.8
HR,D,1998-01,69.7
HR,D,1998-02,62.1
HR,D,1998-03,65.0
HR,D,1998-04,53.6
HR,D,1998-05,51.8
HR,D,1998-06,46.4
HR,D,1998-07,47.8
HR,D,1998-08,52.9
HR,D,1998-09,56.5
HR,D,1998-10,59.6
HR,D,1998-11,72.0
HR,D,1998-12,85.5
HR,D,1999-01,86.6
HR,D,1999-02,83.6
HR,D,1999-03,76.3
HR,D,1999-04,65.6
HR,D,1999-05,61.3
HR,D,1999-06,53.2
HR,D,1999-07,52.3
HR,D,1999-08,53.5
HR,D,1999-09,52.7
HR,D,1999-10,59.4
HR,D,1999-11,74.9
HR,D,1999-12,84.0
HR,D,2000-01,89.0
HR,D,2000-02,78.9
HR,D,2000-03,73.7
HR,D,2000-04,64.1
HR,D,2000-05,52.4
HR,D,2000-06,46.7
HR,D,2000-07,48.1
HR,D,2000-08,49.0
HR,D,2000-09,52.3
HR,D,2000-10,55.3
HR,D,2000-11,67.3
HR,D,2000-12,78.4
HR,D,2001-01,85.4
HR,D,2001-02,77.0
HR,D,2001-03,76.2
HR,D,2001-04,71.8
HR,D,2001-05,59.5
HR,D,2001-06,50.9
HR,D,2001-07,50.8
HR,D,2001-08,54.0
HR,D,2001-09,59.7
HR,D,2001-10,59.9
HR,D,2001-11,71.9
HR,D,2001-12,90.6
HR,D,2002-01,81.8
HR,D,2002-02,71.0
HR,D,2002-03,69.1
HR,D,2002-04,65.8
HR,D,2002-05,60.4
HR,D,2002-06,59.2
HR,D,2002-07,61.9
HR,D,2002-08,61.9
HR,D,2002-09,66.4
HR,D,2002-10,68.7
HR,D,2002-11,73.4
HR,D,2002-12,84.1
HR,D,2003-01,87.7
HR,D,2003-02,84.6
HR,D,2003-03,78.2
HR,D,2003-04,67.6
HR,D,2003-05,61.7
HR,D,2003-06,59.7
HR,D,2003-07,64.1
HR,D,2003-08,66.1
HR,D,2003-09,62.2
HR,D,2003-10,68.0
HR,D,2003-11,71.6
HR,D,2003-12,81.4
HR,D,2004-01,84.0
HR,D,2004-02,81.4
HR,D,2004-03,81.9
HR,D,2004-04,76.6
HR,D,2004-05,71.4
HR,D,2004-06,67.4
HR,D,2004-07,70.6
HR,D,2004-08,69.4
HR,D,2004-09,70.9
HR,D,2004-10,68.0
HR,D,2004-11,73.4
HR,D,2004-12,85.9
HR,D,2005-01,85.0
HR,D,2005-02,82.2
HR,D,2005-03,82.1
HR,D,2005-04,72.7
HR,D,2005-05,68.4
HR,D,2005-06,64.5
HR,D,2005-07,68.7
HR,D,2005-08,67.3
HR,D,2005-09,66.4
HR,D,2005-10,69.8
HR,D,2005-11,78.1
HR,D,2005-12,86.5
HR,D,2006-01,92.8
HR,D,2006-02,84.6
HR,D,2006-03,84.1
HR,D,2006-04,76.5
HR,D,2006-05,71.4
HR,D,2006-06,64.9
HR,D,2006-07,70.3
HR,D,2006-08,66.6
HR,D,2006-09,69.3
HR,D,2006-10,71.2
HR,D,2006-11,75.3
HR,D,2006-12,82.2
HR,D,2007-01,82.4
HR,D,2007-02,74.0
HR,D,2007-03,79.3
HR,D,2007-04,72.1
HR,D,2007-05,68.0
HR,D,2007-06,67.5
HR,D,2007-07,75.2
HR,D,2007-08,73.6
HR,D,2007-09,69.7
HR,D,2007-10,80.2
HR,D,2007-11,83.4
HR,D,2007-12,89.9
HR,D,2008-01,94.0
HR,D,2008-02,82.3
HR,D,2008-03,82.1
HR,D,2008-04,78.3
HR,D,2008-05,73.8
HR,D,2008-06,75.4
HR,D,2008-07,74.7
HR,D,2008-08,74.1
HR,D,2008-09,75.7
HR,D,2008-10,73.8
HR,D,2008-11,76.0
HR,D,2008-12,90.4
HR,D,2009-01,102.6
HR,D,2009-02,92.0
HR,D,2009-03,94.5
HR,D,2009-04,85.8
HR,D,2009-05,70.6
HR,D,2009-06,64.7
HR,D,2009-07,73.2
HR,D,2009-08,72.4
HR,D,2009-09,70.3
HR,D,2009-10,76.8
HR,D,2009-11,79.6
HR,D,2009-12,89.3
HR,D,2010-01,105.7
HR,D,2010-02,96.1
HR,D,2010-03,93.6
HR,D,2010-04,84.4
HR,D,2010-05,78.5
HR,D,2010-06,73.1
HR,D,2010-07,82.4
HR,D,2010-08,75.5
HR,D,2010-09,75.2
HR,D,2010-10,80.3
HR,D,2010-11,86.0
HR,D,2010-12,103.4
HR,D,2011-01,102.9
HR,D,2011-02,90.7
HR,D,2011-03,91.1
HR,D,2011-04,74.3
HR,D,2011-05,65.7
HR,D,2011-06,69.1
HR,D,2011-07,73.9
HR,D,2011-08,75.1
HR,D,2011-09,73.5
HR,D,2011-10,76.1
HR,D,2011-11,81.1
HR,D,2011-12,88.1
HR,D,2012-01,89.0
HR,D,2012-02,93.0
HR,D,2012-03,78.4
HR,D,2012-04,72.5
HR,D,2012-05,66.5
HR,D,2012-06,63.0
HR,D,2012-07,74.5
HR,D,2012-08,74.5
HR,D,2012-09,70.3
HR,D,2012-10,76.6
HR,D,2012-11,85.7
HR,D,2012-12,98.5
HR,D,2013-01,99.3
HR,D,2013-02,95.3
HR,D,2013-03,94.7
HR,D,2013-04,91.3
HR,D,2013-05,86.1
HR,D,2013-06,75.6
HR,D,2013-07,73.8
HR,D,2013-08,91.4
HR,D,2013-09,71.9
HR,D,2013-10,85.2
HR,D,2013-11,87.5
HR,D,2013-12,90.2
HR,D,2014-01,99.0
HR,D,2014-02,98.7
HR,D,2014-03,89.6
HR,D,2014-04,77.7
HR,D,2014-05,77.0
HR,D,2014-06,65.5
HR,D,2014-07,68.1
HR,D,2014-08,70.3
HR,D,2014-09,72.9
HR,D,2014-10,74.7
HR,D,2014-11,92.2
HR,D,2014-12,102.2
HR,D,2015-01,100.3
HR,D,2015-02,98.0
HR,D,2015-03,96.3
HR,D,2015-04,80.0
HR,D,2015-05,69.3
HR,D,2015-06,53.0
HR,D,2015-07,64.9
HR,D,2015-08,62.6
HR,D,2015-09,60.9
HR,D,2015-10,79.4
HR,D,2015-11,80.7
HR,D,2015-12,86.4
HR,D,2016-01,96.2
HR,D,2016-02,93.4
HR,D,2016-03,100.8
HR,D,2016-04,74.3
HR,D,2016-05,70.5
HR,D,2016-06,70.3
HR,D,2016-07,69.4
HR,D,2016-08,70.0
HR,D,2016-09,66.2
HR,D,2016-10,85.4
HR,D,2016-11,97.1
HR,D,2016-12,103.6
HR,D,2017-01,114.8
HR,D,2017-02,97.1
HR,D,2017-03,88.3
HR,D,2017-04,72.8
HR,D,2017-05,66.3
HR,D,2017-06,58.5
HR,D,2017-07,68.3
HR,D,2017-08,73.5
HR,D,2017-09,73.5
HR,D,2017-10,76.7
HR,D,2017-11,94.2
HR,D,2017-12,111.0
HR,D,2018-01,99.1
HR,D,2018-02,101.3
HR,D,2018-03,97.3
HR,D,2018-04,70.2
HR,D,2018-05,67.7
HR,D,2018-06,73.3
HR,D,2018-07,74.9
HR,D,2018-08,79.6
HR,D,2018-09,73.2
HR,D,2018-10,82.1
HR,D,2018-11,89.1
HR,D,2018-12,101.9
HR,D,2019-01,112.1
HR,D,2019-02,95.5
HR,D,2019-03,92.9
HR,D,2019-04,80.4
HR,D,2019-05,81.5
HR,D,2019-06,74.7
HR,D,2019-07,78.8
HR,D,2019-08,83.9
HR,D,2019-09,80.3
HR,D,2019-10,94.2
HR,D,2019-11,103.4
HR,D,2019-12,107.9
HR,D,2020-01,107.6
HR,D,2020-02,97.2
HR,D,2020-03,98.2
HR,D,2020-04,71.3
HR,D,2020-05,80.1
HR,D,2020-06,77.3
HR,D,2020-07,85.1
HR,D,2020-08,88.7
HR,D,2020-09,84.9
HR,D,2020-10,97.2
HR,D,2020-11,103.9
HR,D,2020-12,117.1
HR,D,2021-01,121.6
HR,D,2021-02,103.4
HR,D,2021-03,109.1
HR,D,2021-04,92.0
HR,D,2021-05,82.2
HR,D,2021-06,79.9
HR,D,2021-07,92.1
HR,D,2021-08,91.3
HR,D,2021-09,85.0
HR,D,2021-10,110.3
HR,D,2021-11,111.8
HR,D,2021-12,121.1
HR,D,2022-01,122.6
HR,D,2022-02,107.1
HR,D,2022-03,113.4
HR,D,2022-04,94.4
HR,D,2022-05,84.3
HR,D,2022-06,89.7
HR,D,2022-07,105.0
HR,D,2022-08,102.6
HR,D,2022-09,90.6
HR,D,2022-10,96.4
HR,D,2022-11,104.4
HR,D,2022-12,106.5
HR,D,2023-01,116.1
HR,D,2023-02,113.2
HR,D,2023-03,116.7
HR,D,2023-04,103.0
HR,D,2023-05,92.0
HR,D,2023-06,87.2
HR,D,2023-07,95.6
HR,D,2023-08,97.3
HR,D,2023-09,95.8
HR,D,2023-10,95.3
HR,D,2023-11,106.3
HR,D,2023-12,108.9
HR,D,2024-01,111.9
HR,D,2024-02,92.4
HR,D,2024-03,96.3
HR,D,2024-04,78.3
HR,D,2024-05,76.0
HR,D,2024-06,67.7
HR,D,2024-07,96.1
HR,D,2024-08,95.1
HR,D,2024-09,90.4
HR,D,2024-10,93.4
HR,D,2024-11,105.1
HR,D,2024-12,124.9
HR,D,2025-01,115.8
HR,D,2025-02,101.7
HR,D,2025-03,99.5
HR,D,2025-04,85.7
HR,D,2025-05,67.0
HR,D,2025-06,68.0
HR,D,2025-07,86.3
HR,D,2025-08,88.6
HU,B,2000-01,41.4
HU,B,2000-02,48.5
HU,B,2000-03,66.0
HU,B,2000-04,61.6
HU,B,2000-05,75.8
HU,B,2000-06,77.9
HU,B,2000-07,75.2
HU,B,2000-08,80.2
HU,B,2000-09,90.3
HU,B,2000-10,94.3
HU,B,2000-11,97.5
HU,B,2000-12,88.2
HU,B,2001-01,46.5
HU,B,2001-02,60.9
HU,B,2001-03,78.5
HU,B,2001-04,80.1
HU,B,2001-05,92.9
HU,B,2001-06,83.9
HU,B,2001-07,85.6
HU,B,2001-08,91.7
HU,B,2001-09,103.8
HU,B,2001-10,126.7
HU,B,2001-11,101.2
HU,B,2001-12,77.4
HU,B,2002-01,43.5
HU,B,2002-02,68.0
HU,B,2002-03,81.9
HU,B,2002-04,78.2
HU,B,2002-05,81.1
HU,B,2002-06,82.7
HU,B,2002-07,79.7
HU,B,2002-08,77.6
HU,B,2002-09,87.9
HU,B,2002-10,98.1
HU,B,2002-11,84.9
HU,B,2002-12,60.2
HU,B,2003-01,35.7
HU,B,2003-02,45.1
HU,B,2003-03,63.6
HU,B,2003-04,84.7
HU,B,2003-05,84.8
HU,B,2003-06,82.3
HU,B,2003-07,83.2
HU,B,2003-08,82.5
HU,B,2003-09,99.1
HU,B,2003-10,95.0
HU,B,2003-11,85.7
HU,B,2003-12,69.9
HU,B,2004-01,40.5
HU,B,2004-02,55.0
HU,B,2004-03,69.4
HU,B,2004-04,76.6
HU,B,2004-05,89.1
HU,B,2004-06,91.4
HU,B,2004-07,93.5
HU,B,2004-08,97.7
HU,B,2004-09,103.6
HU,B,2004-10,104.3
HU,B,2004-11,97.7
HU,B,2004-12,80.1
HU,B,2005-01,42.6
HU,B,2005-02,43.3
HU,B,2005-03,62.5
HU,B,2005-04,77.7
HU,B,2005-05,81.1
HU,B,2005-06,94.6
HU,B,2005-07,81.4
HU,B,2005-08,85.4
HU,B,2005-09,104.2
HU,B,2005-10,108.5
HU,B,2005-11,111.6
HU,B,2005-12,70.0
HU,B,2006-01,31.0
HU,B,2006-02,48.4
HU,B,2006-03,79.7
HU,B,2006-04,88.9
HU,B,2006-05,114.8
HU,B,2006-06,108.1
HU,B,2006-07,107.3
HU,B,2006-08,104.3
HU,B,2006-09,109.6
HU,B,2006-10,117.9
HU,B,2006-11,100.0
HU,B,2006-12,101.5
HU,B,2007-01,46.4
HU,B,2007-02,49.5
HU,B,2007-03,68.3
HU,B,2007-04,79.4
HU,B,2007-05,95.5
HU,B,2007-06,87.8
HU,B,2007-07,87.6
HU,B,2007-08,78.5
HU,B,2007-09,70.1
HU,B,2007-10,97.8
HU,B,2007-11,81.8
HU,B,2007-12,72.4
HU,B,2008-01,48.3
HU,B,2008-02,62.0
HU,B,2008-03,79.3
HU,B,2008-04,110.0
HU,B,2008-05,96.6
HU,B,2008-06,99.0
HU,B,2008-07,109.3
HU,B,2008-08,105.5
HU,B,2008-09,106.2
HU,B,2008-10,136.5
HU,B,2008-11,119.8
HU,B,2008-12,172.4
HU,B,2009-01,65.4
HU,B,2009-02,65.0
HU,B,2009-03,86.9
HU,B,2009-04,109.9
HU,B,2009-05,105.8
HU,B,2009-06,91.4
HU,B,2009-07,126.4
HU,B,2009-08,86.0
HU,B,2009-09,95.2
HU,B,2009-10,101.7
HU,B,2009-11,83.9
HU,B,2009-12,91.7
HU,B,2010-01,32.7
HU,B,2010-02,37.1
HU,B,2010-03,62.7
HU,B,2010-04,80.3
HU,B,2010-05,76.8
HU,B,2010-06,78.6
HU,B,2010-07,84.6
HU,B,2010-08,71.8
HU,B,2010-09,81.8
HU,B,2010-10,91.8
HU,B,2010-11,78.1
HU,B,2010-12,93.8
HU,B,2011-01,42.6
HU,B,2011-02,46.4
HU,B,2011-03,63.5
HU,B,2011-04,67.8
HU,B,2011-05,85.1
HU,B,2011-06,82.0
HU,B,2011-07,84.1
HU,B,2011-08,87.4
HU,B,2011-09,96.2
HU,B,2011-10,100.4
HU,B,2011-11,101.6
HU,B,2011-12,99.7
HU,B,2012-01,59.0
HU,B,2012-02,57.5
HU,B,2012-03,78.7
HU,B,2012-04,86.3
HU,B,2012-05,96.0
HU,B,2012-06,93.8
HU,B,2012-07,95.7
HU,B,2012-08,99.1
HU,B,2012-09,90.3
HU,B,2012-10,94.2
HU,B,2012-11,87.4
HU,B,2012-12,87.6
HU,B,2013-01,52.9
HU,B,2013-02,48.1
HU,B,2013-03,66.5
HU,B,2013-04,76.8
HU,B,2013-05,91.7
HU,B,2013-06,88.0
HU,B,2013-07,92.2
HU,B,2013-08,81.1
HU,B,2013-09,78.8
HU,B,2013-10,92.5
HU,B,2013-11,106.3
HU,B,2013-12,73.1
HU,B,2014-01,46.4
HU,B,2014-02,47.9
HU,B,2014-03,73.2
HU,B,2014-04,81.4
HU,B,2014-05,73.9
HU,B,2014-06,84.9
HU,B,2014-07,82.2
HU,B,2014-08,83.8
HU,B,2014-09,96.6
HU,B,2014-10,103.8
HU,B,2014-11,99.5
HU,B,2014-12,73.6
HU,B,2015-01,53.1
HU,B,2015-02,49.7
HU,B,2015-03,74.8
HU,B,2015-04,76.5
HU,B,2015-05,75.0
HU,B,2015-06,73.4
HU,B,2015-07,76.7
HU,B,2015-08,64.0
HU,B,2015-09,64.8
HU,B,2015-10,64.2
HU,B,2015-11,70.0
HU,B,2015-12,74.6
HU,B,2016-01,32.6
HU,B,2016-02,34.8
HU,B,2016-03,47.1
HU,B,2016-04,54.8
HU,B,2016-05,57.2
HU,B,2016-06,69.7
HU,B,2016-07,65.8
HU,B,2016-08,62.2
HU,B,2016-09,60.5
HU,B,2016-10,56.0
HU,B,2016-11,53.7
HU,B,2016-12,76.5
HU,B,2017-01,31.2
HU,B,2017-02,36.3
HU,B,2017-03,56.8
HU,B,2017-04,66.3
HU,B,2017-05,79.7
HU,B,2017-06,81.1
HU,B,2017-07,75.6
HU,B,2017-08,84.2
HU,B,2017-09,69.0
HU,B,2017-10,83.1
HU,B,2017-11,92.6
HU,B,2017-12,76.2
HU,B,2018-01,62.2
HU,B,2018-02,63.3
HU,B,2018-03,83.6
HU,B,2018-04,98.5
HU,B,2018-05,111.5
HU,B,2018-06,110.3
HU,B,2018-07,122.9
HU,B,2018-08,132.2
HU,B,2018-09,131.4
HU,B,2018-10,135.7
HU,B,2018-11,127.0
HU,B,2018-12,104.6
HU,B,2019-01,73.2
HU,B,2019-02,103.9
HU,B,2019-03,140.9
HU,B,2019-04,162.2
HU,B,2019-05,129.2
HU,B,2019-06,136.4
HU,B,2019-07,138.4
HU,B,2019-08,130.3
HU,B,2019-09,140.4
HU,B,2019-10,145.0
HU,B,2019-11,119.0
HU,B,2019-12,102.6
HU,B,2020-01,63.5
HU,B,2020-02,71.1
HU,B,2020-03,91.9
HU,B,2020-04,95.5
HU,B,2020-05,104.4
HU,B,2020-06,86.3
HU,B,2020-07,93.2
HU,B,2020-08,83.9
HU,B,2020-09,97.5
HU,B,2020-10,93.8
HU,B,2020-11,94.7
HU,B,2020-12,92.8
HU,B,2021-01,52.3
HU,B,2021-02,61.4
HU,B,2021-03,96.8
HU,B,2021-04,97.4
HU,B,2021-05,100.5
HU,B,2021-06,108.4
HU,B,2021-07,114.3
HU,B,2021-08,109.5
HU,B,2021-09,114.2
HU,B,2021-10,109.7
HU,B,2021-11,128.7
HU,B,2021-12,106.8
HU,B,2022-01,58.4
HU,B,2022-02,75.1
HU,B,2022-03,105.7
HU,B,2022-04,94.5
HU,B,2022-05,109.7
HU,B,2022-06,113.0
HU,B,2022-07,118.3
HU,B,2022-08,127.2
HU,B,2022-09,111.3
HU,B,2022-10,108.7
HU,B,2022-11,119.5
HU,B,2022-12,117.2
HU,B,2023-01,50.9
HU,B,2023-02,60.7
HU,B,2023-03,83.9
HU,B,2023-04,66.4
HU,B,2023-05,76.0
HU,B,2023-06,79.7
HU,B,2023-07,76.2
HU,B,2023-08,84.4
HU,B,2023-09,76.2
HU,B,2023-10,77.1
HU,B,2023-11,75.4
HU,B,2023-12,56.6
HU,B,2024-01,66.8
HU,B,2024-02,69.1
HU,B,2024-03,86.7
HU,B,2024-04,91.7
HU,B,2024-05,90.9
HU,B,2024-06,85.9
HU,B,2024-07,95.4
HU,B,2024-08,93.7
HU,B,2024-09,96.6
HU,B,2024-10,98.5
HU,B,2024-11,110.9
HU,B,2024-12,101.1
HU,B,2025-01,90.8
HU,B,2025-02,65.4
HU,B,2025-03,76.8
HU,B,2025-04,77.2
HU,B,2025-05,83.7
HU,B,2025-06,90.3
HU,B,2025-07,87.3
HU,B,2025-08,85.1
HU,C,2000-01,38.0
HU,C,2000-02,41.2
HU,C,2000-03,47.1
HU,C,2000-04,41.0
HU,C,2000-05,46.4
HU,C,2000-06,47.2
HU,C,2000-07,44.9
HU,C,2000-08,45.0
HU,C,2000-09,50.3
HU,C,2000-10,49.2
HU,C,2000-11,51.0
HU,C,2000-12,43.9
HU,C,2001-01,46.9
HU,C,2001-02,45.9
HU,C,2001-03,48.8
HU,C,2001-04,46.5
HU,C,2001-05,50.5
HU,C,2001-06,47.0
HU,C,2001-07,45.7
HU,C,2001-08,45.5
HU,C,2001-09,46.7
HU,C,2001-10,52.7
HU,C,2001-11,50.3
HU,C,2001-12,41.5
HU,C,2002-01,43.8
HU,C,2002-02,47.3
HU,C,2002-03,50.7
HU,C,2002-04,49.4
HU,C,2002-05,48.3
HU,C,2002-06,49.7
HU,C,2002-07,51.1
HU,C,2002-08,44.3
HU,C,2002-09,52.5
HU,C,2002-10,52.0
HU,C,2002-11,53.3
HU,C,2002-12,48.0
HU,C,2003-01,46.7
HU,C,2003-02,46.5
HU,C,2003-03,53.5
HU,C,2003-04,51.2
HU,C,2003-05,51.0
HU,C,2003-06,52.8
HU,C,2003-07,53.9
HU,C,2003-08,48.0
HU,C,2003-09,58.3
HU,C,2003-10,58.8
HU,C,2003-11,58.0
HU,C,2003-12,56.6
HU,C,2004-01,51.4
HU,C,2004-02,53.9
HU,C,2004-03,60.9
HU,C,2004-04,56.8
HU,C,2004-05,55.1
HU,C,2004-06,61.2
HU,C,2004-07,56.8
HU,C,2004-08,50.8
HU,C,2004-09,61.8
HU,C,2004-10,61.2
HU,C,2004-11,63.1
HU,C,2004-12,57.6
HU,C,2005-01,53.4
HU,C,2005-02,54.5
HU,C,2005-03,61.7
HU,C,2005-04,62.7
HU,C,2005-05,62.9
HU,C,2005-06,65.3
HU,C,2005-07,60.0
HU,C,2005-08,57.1
HU,C,2005-09,67.6
HU,C,2005-10,67.8
HU,C,2005-11,68.7
HU,C,2005-12,61.5
HU,C,2006-01,60.8
HU,C,2006-02,61.1
HU,C,2006-03,71.7
HU,C,2006-04,64.3
HU,C,2006-05,70.2
HU,C,2006-06,71.5
HU,C,2006-07,68.0
HU,C,2006-08,62.5
HU,C,2006-09,74.1
HU,C,2006-10,75.5
HU,C,2006-11,77.3
HU,C,2006-12,67.6
HU,C,2007-01,69.2
HU,C,2007-02,68.9
HU,C,2007-03,75.9
HU,C,2007-04,71.4
HU,C,2007-05,71.9
HU,C,2007-06,77.3
HU,C,2007-07,76.2
HU,C,2007-08,68.9
HU,C,2007-09,78.8
HU,C,2007-10,82.1
HU,C,2007-11,81.1
HU,C,2007-12,71.9
HU,C,2008-01,74.2
HU,C,2008-02,79.1
HU,C,2008-03,78.2
HU,C,2008-04,80.6
HU,C,2008-05,75.0
HU,C,2008-06,77.7
HU,C,2008-07,76.3
HU,C,2008-08,64.7
HU,C,2008-09,79.1
HU,C,2008-10,76.6
HU,C,2008-11,71.6
HU,C,2008-12,55.6
HU,C,2009-01,55.4
HU,C,2009-02,54.3
HU,C,2009-03,65.0
HU,C,2009-04,57.9
HU,C,2009-05,57.6
HU,C,2009-06,62.7
HU,C,2009-07,61.2
HU,C,2009-08,52.0
HU,C,2009-09,68.0
HU,C,2009-10,66.6
HU,C,2009-11,66.8
HU,C,2009-12,57.7
HU,C,2010-01,58.3
HU,C,2010-02,59.9
HU,C,2010-03,68.5
HU,C,2010-04,64.4
HU,C,2010-05,66.9
HU,C,2010-06,73.6
HU,C,2010-07,67.6
HU,C,2010-08,62.6
HU,C,2010-09,75.7
HU,C,2010-10,73.1
HU,C,2010-11,77.7
HU,C,2010-12,62.5
HU,C,2011-01,67.2
HU,C,2011-02,69.8
HU,C,2011-03,75.5
HU,C,2011-04,69.3
HU,C,2011-05,72.2
HU,C,2011-06,72.3
HU,C,2011-07,68.4
HU,C,2011-08,65.7
HU,C,2011-09,78.5
HU,C,2011-10,76.2
HU,C,2011-11,80.2
HU,C,2011-12,64.6
HU,C,2012-01,68.5
HU,C,2012-02,70.3
HU,C,2012-03,74.9
HU,C,2012-04,67.2
HU,C,2012-05,72.8
HU,C,2012-06,72.7
HU,C,2012-07,68.7
HU,C,2012-08,65.7
HU,C,2012-09,75.2
HU,C,2012-10,74.9
HU,C,2012-11,74.8
HU,C,2012-12,59.8
HU,C,2013-01,67.0
HU,C,2013-02,66.5
HU,C,2013-03,71.8
HU,C,2013-04,71.1
HU,C,2013-05,70.8
HU,C,2013-06,71.8
HU,C,2013-07,73.0
HU,C,2013-08,65.1
HU,C,2013-09,79.1
HU,C,2013-10,79.1
HU,C,2013-11,77.8
HU,C,2013-12,64.7
HU,C,2014-01,72.2
HU,C,2014-02,73.1
HU,C,2014-03,80.7
HU,C,2014-04,78.9
HU,C,2014-05,78.9
HU,C,2014-06,81.3
HU,C,2014-07,82.6
HU,C,2014-08,65.3
HU,C,2014-09,85.5
HU,C,2014-10,80.9
HU,C,2014-11,82.7
HU,C,2014-12,70.5
HU,C,2015-01,76.9
HU,C,2015-02,77.2
HU,C,2015-03,90.0
HU,C,2015-04,84.4
HU,C,2015-05,80.6
HU,C,2015-06,91.0
HU,C,2015-07,85.9
HU,C,2015-08,70.2
HU,C,2015-09,93.4
HU,C,2015-10,89.0
HU,C,2015-11,90.8
HU,C,2015-12,77.6
HU,C,2016-01,77.0
HU,C,2016-02,82.8
HU,C,2016-03,85.1
HU,C,2016-04,88.9
HU,C,2016-05,88.3
HU,C,2016-06,91.0
HU,C,2016-07,81.8
HU,C,2016-08,78.5
HU,C,2016-09,90.3
HU,C,2016-10,87.8
HU,C,2016-11,92.3
HU,C,2016-12,77.8
HU,C,2017-01,81.9
HU,C,2017-02,85.2
HU,C,2017-03,96.3
HU,C,2017-04,86.3
HU,C,2017-05,96.3
HU,C,2017-06,93.7
HU,C,2017-07,82.1
HU,C,2017-08,83.6
HU,C,2017-09,95.2
HU,C,2017-10,94.9
HU,C,2017-11,94.8
HU,C,2017-12,77.7
HU,C,2018-01,89.4
HU,C,2018-02,88.6
HU,C,2018-03,94.6
HU,C,2018-04,92.9
HU,C,2018-05,96.4
HU,C,2018-06,97.7
HU,C,2018-07,87.1
HU,C,2018-08,84.7
HU,C,2018-09,93.9
HU,C,2018-10,99.9
HU,C,2018-11,98.2
HU,C,2018-12,82.4
HU,C,2019-01,93.0
HU,C,2019-02,94.7
HU,C,2019-03,102.3
HU,C,2019-04,98.8
HU,C,2019-05,105.6
HU,C,2019-06,95.9
HU,C,2019-07,97.8
HU,C,2019-08,85.1
HU,C,2019-09,105.1
HU,C,2019-10,106.1
HU,C,2019-11,102.3
HU,C,2019-12,81.5
HU,C,2020-01,96.4
HU,C,2020-02,99.0
HU,C,2020-03,96.5
HU,C,2020-04,60.8
HU,C,2020-05,72.2
HU,C,2020-06,89.3
HU,C,2020-07,90.4
HU,C,2020-08,84.0
HU,C,2020-09,108.7
HU,C,2020-10,106.4
HU,C,2020-11,106.1
HU,C,2020-12,88.7
HU,C,2021-01,89.5
HU,C,2021-02,100.5
HU,C,2021-03,112.3
HU,C,2021-04,99.2
HU,C,2021-05,101.3
HU,C,2021-06,108.8
HU,C,2021-07,97.2
HU,C,2021-08,85.1
HU,C,2021-09,104.5
HU,C,2021-10,101.3
HU,C,2021-11,107.5
HU,C,2021-12,92.6
HU,C,2022-01,97.0
HU,C,2022-02,105.7
HU,C,2022-03,116.3
HU,C,2022-04,102.6
HU,C,2022-05,111.4
HU,C,2022-06,109.9
HU,C,2022-07,100.9
HU,C,2022-08,98.2
HU,C,2022-09,117.7
HU,C,2022-10,108.4
HU,C,2022-11,109.6
HU,C,2022-12,95.9
HU,C,2023-01,97.4
HU,C,2023-02,100.8
HU,C,2023-03,112.7
HU,C,2023-04,94.9
HU,C,2023-05,105.8
HU,C,2023-06,110.2
HU,C,2023-07,99.0
HU,C,2023-08,94.0
HU,C,2023-09,110.3
HU,C,2023-10,106.3
HU,C,2023-11,104.6
HU,C,2023-12,84.5
HU,C,2024-01,92.6
HU,C,2024-02,102.6
HU,C,2024-03,100.1
HU,C,2024-04,101.0
HU,C,2024-05,98.8
HU,C,2024-06,99.9
HU,C,2024-07,96.2
HU,C,2024-08,84.3
HU,C,2024-09,101.3
HU,C,2024-10,105.4
HU,C,2024-11,99.6
HU,C,2024-12,78.4
HU,C,2025-01,89.8
