Country,Level 1 Index,Time,Indprod Index Value (I21)
DE,D,1994-07,91.6
DE,D,1994-08,89.2
DE,D,1994-09,94.8
DE,D,1994-10,106.7
DE,D,1994-11,107.7
DE,D,1994-12,115.8
DE,D,1995-01,123.2
DE,D,1995-02,106.9
DE,D,1995-03,116.5
DE,D,1995-04,101.5
DE,D,1995-05,97.6
DE,D,1995-06,92.8
DE,D,1995-07,90.3
DE,D,1995-08,90.7
DE,D,1995-09,97.1
DE,D,1995-10,104.1
DE,D,1995-11,117.9
DE,D,1995-12,125.3
DE,D,1996-01,128.6
DE,D,1996-02,121.4
DE,D,1996-03,123.3
DE,D,1996-04,106.2
DE,D,1996-05,103.1
DE,D,1996-06,95.5
DE,D,1996-07,97.9
DE,D,1996-08,95.9
DE,D,1996-09,102.8
DE,D,1996-10,113.7
DE,D,1996-11,118.3
DE,D,1996-12,127.7
DE,D,1997-01,135.4
DE,D,1997-02,114.7
DE,D,1997-03,115.2
DE,D,1997-04,110.0
DE,D,1997-05,100.2
DE,D,1997-06,96.9
DE,D,1997-07,97.3
DE,D,1997-08,92.4
DE,D,1997-09,99.1
DE,D,1997-10,114.6
DE,D,1997-11,121.8
DE,D,1997-12,123.2
DE,D,1998-01,125.5
DE,D,1998-02,111.6
DE,D,1998-03,119.7
DE,D,1998-04,108.4
DE,D,1998-05,100.1
DE,D,1998-06,95.5
DE,D,1998-07,101.0
DE,D,1998-08,99.8
DE,D,1998-09,103.5
DE,D,1998-10,113.2
DE,D,1998-11,121.4
DE,D,1998-12,123.9
DE,D,1999-01,125.4
DE,D,1999-02,116.2
DE,D,1999-03,119.6
DE,D,1999-04,109.4
DE,D,1999-05,101.7
DE,D,1999-06,98.5
DE,D,1999-07,99.1
DE,D,1999-08,97.4
DE,D,1999-09,101.0
DE,D,1999-10,112.9
DE,D,1999-11,122.7
DE,D,1999-12,126.5
DE,D,2000-01,131.7
DE,D,2000-02,121.4
DE,D,2000-03,123.2
DE,D,2000-04,108.0
DE,D,2000-05,103.5
DE,D,2000-06,95.5
DE,D,2000-07,102.6
DE,D,2000-08,99.4
DE,D,2000-09,104.4
DE,D,2000-10,113.9
DE,D,2000-11,120.0
DE,D,2000-12,123.2
DE,D,2001-01,128.8
DE,D,2001-02,112.9
DE,D,2001-03,117.5
DE,D,2001-04,109.7
DE,D,2001-05,103.7
DE,D,2001-06,93.5
DE,D,2001-07,98.9
DE,D,2001-08,98.3
DE,D,2001-09,101.6
DE,D,2001-10,110.5
DE,D,2001-11,120.2
DE,D,2001-12,125.9
DE,D,2002-01,128.4
DE,D,2002-02,111.3
DE,D,2002-03,114.9
DE,D,2002-04,111.1
DE,D,2002-05,104.4
DE,D,2002-06,96.0
DE,D,2002-07,100.1
DE,D,2002-08,98.2
DE,D,2002-09,102.6
DE,D,2002-10,117.0
DE,D,2002-11,117.4
DE,D,2002-12,123.3
DE,D,2003-01,130.8
DE,D,2003-02,122.6
DE,D,2003-03,126.2
DE,D,2003-04,114.9
DE,D,2003-05,108.4
DE,D,2003-06,102.0
DE,D,2003-07,104.8
DE,D,2003-08,100.9
DE,D,2003-09,103.6
DE,D,2003-10,116.2
DE,D,2003-11,118.6
DE,D,2003-12,123.9
DE,D,2004-01,136.7
DE,D,2004-02,125.8
DE,D,2004-03,130.3
DE,D,2004-04,114.6
DE,D,2004-05,107.6
DE,D,2004-06,101.7
DE,D,2004-07,102.9
DE,D,2004-08,101.5
DE,D,2004-09,108.7
DE,D,2004-10,118.3
DE,D,2004-11,128.2
DE,D,2004-12,136.3
DE,D,2005-01,129.7
DE,D,2005-02,126.0
DE,D,2005-03,129.3
DE,D,2005-04,118.0
DE,D,2005-05,108.4
DE,D,2005-06,104.8
DE,D,2005-07,107.2
DE,D,2005-08,102.6
DE,D,2005-09,105.8
DE,D,2005-10,115.8
DE,D,2005-11,126.2
DE,D,2005-12,136.1
DE,D,2006-01,147.0
DE,D,2006-02,129.8
DE,D,2006-03,137.6
DE,D,2006-04,116.6
DE,D,2006-05,107.6
DE,D,2006-06,106.2
DE,D,2006-07,108.6
DE,D,2006-08,105.4
DE,D,2006-09,105.4
DE,D,2006-10,115.0
DE,D,2006-11,122.7
DE,D,2006-12,128.0
DE,D,2007-01,122.4
DE,D,2007-02,114.0
DE,D,2007-03,121.4
DE,D,2007-04,108.5
DE,D,2007-05,108.6
DE,D,2007-06,105.4
DE,D,2007-07,104.5
DE,D,2007-08,105.8
DE,D,2007-09,107.3
DE,D,2007-10,122.1
DE,D,2007-11,128.6
DE,D,2007-12,130.9
DE,D,2008-01,126.2
DE,D,2008-02,119.3
DE,D,2008-03,122.1
DE,D,2008-04,120.4
DE,D,2008-05,108.2
DE,D,2008-06,102.8
DE,D,2008-07,103.9
DE,D,2008-08,97.8
DE,D,2008-09,106.9
DE,D,2008-10,116.1
DE,D,2008-11,114.0
DE,D,2008-12,119.3
DE,D,2009-01,127.7
DE,D,2009-02,111.3
DE,D,2009-03,110.1
DE,D,2009-04,96.0
DE,D,2009-05,93.2
DE,D,2009-06,97.9
DE,D,2009-07,101.2
DE,D,2009-08,97.8
DE,D,2009-09,101.8
DE,D,2009-10,112.3
DE,D,2009-11,115.1
DE,D,2009-12,126.7
DE,D,2010-01,129.5
DE,D,2010-02,118.0
DE,D,2010-03,118.5
DE,D,2010-04,108.4
DE,D,2010-05,106.3
DE,D,2010-06,95.5
DE,D,2010-07,102.8
DE,D,2010-08,98.7
DE,D,2010-09,103.4
DE,D,2010-10,115.6
DE,D,2010-11,120.0
DE,D,2010-12,131.4
DE,D,2011-01,126.3
DE,D,2011-02,116.7
DE,D,2011-03,120.6
DE,D,2011-04,101.3
DE,D,2011-05,96.5
DE,D,2011-06,90.8
DE,D,2011-07,96.3
DE,D,2011-08,95.6
DE,D,2011-09,96.5
DE,D,2011-10,107.2
DE,D,2011-11,112.4
DE,D,2011-12,117.0
DE,D,2012-01,120.8
DE,D,2012-02,123.4
DE,D,2012-03,117.9
DE,D,2012-04,106.2
DE,D,2012-05,101.7
DE,D,2012-06,99.7
DE,D,2012-07,100.1
DE,D,2012-08,101.9
DE,D,2012-09,102.5
DE,D,2012-10,112.7
DE,D,2012-11,114.8
DE,D,2012-12,115.6
DE,D,2013-01,123.9
DE,D,2013-02,114.6
DE,D,2013-03,124.6
DE,D,2013-04,108.6
DE,D,2013-05,98.5
DE,D,2013-06,98.4
DE,D,2013-07,101.9
DE,D,2013-08,99.3
DE,D,2013-09,105.9
DE,D,2013-10,113.9
DE,D,2013-11,114.4
DE,D,2013-12,117.0
DE,D,2014-01,119.8
DE,D,2014-02,107.5
DE,D,2014-03,112.5
DE,D,2014-04,99.4
DE,D,2014-05,96.1
DE,D,2014-06,93.7
DE,D,2014-07,95.7
DE,D,2014-08,92.5
DE,D,2014-09,101.7
DE,D,2014-10,113.1
DE,D,2014-11,112.3
DE,D,2014-12,117.7
DE,D,2015-01,122.3
DE,D,2015-02,114.6
DE,D,2015-03,122.5
DE,D,2015-04,108.4
DE,D,2015-05,99.6
DE,D,2015-06,101.8
DE,D,2015-07,107.3
DE,D,2015-08,102.7
DE,D,2015-09,109.9
DE,D,2015-10,115.8
DE,D,2015-11,119.0
DE,D,2015-12,120.0
DE,D,2016-01,125.1
DE,D,2016-02,116.1
DE,D,2016-03,118.0
DE,D,2016-04,105.9
DE,D,2016-05,101.9
DE,D,2016-06,99.4
DE,D,2016-07,103.7
DE,D,2016-08,103.4
DE,D,2016-09,107.7
DE,D,2016-10,115.5
DE,D,2016-11,121.2
DE,D,2016-12,121.3
DE,D,2017-01,128.1
DE,D,2017-02,113.0
DE,D,2017-03,117.0
DE,D,2017-04,106.3
DE,D,2017-05,107.5
DE,D,2017-06,103.2
DE,D,2017-07,101.0
DE,D,2017-08,103.8
DE,D,2017-09,103.7
DE,D,2017-10,116.8
DE,D,2017-11,120.3
DE,D,2017-12,122.6
DE,D,2018-01,122.7
DE,D,2018-02,116.3
DE,D,2018-03,123.5
DE,D,2018-04,105.4
DE,D,2018-05,101.2
DE,D,2018-06,100.2
DE,D,2018-07,104.8
DE,D,2018-08,108.5
DE,D,2018-09,104.0
DE,D,2018-10,113.9
DE,D,2018-11,115.7
DE,D,2018-12,117.8
DE,D,2019-01,129.2
DE,D,2019-02,111.8
DE,D,2019-03,117.6
DE,D,2019-04,101.9
DE,D,2019-05,97.1
DE,D,2019-06,88.2
DE,D,2019-07,92.5
DE,D,2019-08,90.0
DE,D,2019-09,93.1
DE,D,2019-10,106.4
DE,D,2019-11,110.9
DE,D,2019-12,110.3
DE,D,2020-01,116.8
DE,D,2020-02,109.0
DE,D,2020-03,105.4
DE,D,2020-04,83.4
DE,D,2020-05,80.4
DE,D,2020-06,83.4
DE,D,2020-07,85.6
DE,D,2020-08,90.9
DE,D,2020-09,91.8
DE,D,2020-10,106.3
DE,D,2020-11,106.7
DE,D,2020-12,107.8
DE,D,2021-01,111.5
DE,D,2021-02,100.9
DE,D,2021-03,108.7
DE,D,2021-04,100.7
DE,D,2021-05,92.9
DE,D,2021-06,88.6
DE,D,2021-07,88.3
DE,D,2021-08,89.1
DE,D,2021-09,95.4
DE,D,2021-10,105.8
DE,D,2021-11,107.2
DE,D,2021-12,110.8
DE,D,2022-01,114.4
DE,D,2022-02,110.1
DE,D,2022-03,107.9
DE,D,2022-04,100.6
DE,D,2022-05,91.5
DE,D,2022-06,87.4
DE,D,2022-07,91.7
DE,D,2022-08,87.9
DE,D,2022-09,89.0
DE,D,2022-10,90.8
DE,D,2022-11,97.8
DE,D,2022-12,102.1
DE,D,2023-01,103.8
DE,D,2023-02,94.6
DE,D,2023-03,98.1
DE,D,2023-04,84.4
DE,D,2023-05,74.7
DE,D,2023-06,70.2
DE,D,2023-07,73.1
DE,D,2023-08,68.5
DE,D,2023-09,68.6
DE,D,2023-10,83.3
DE,D,2023-11,91.6
DE,D,2023-12,97.4
DE,D,2024-01,100.2
DE,D,2024-02,88.1
DE,D,2024-03,84.9
DE,D,2024-04,78.5
DE,D,2024-05,72.1
DE,D,2024-06,70.7
DE,D,2024-07,71.2
DE,D,2024-08,70.4
DE,D,2024-09,73.5
DE,D,2024-10,78.3
DE,D,2024-11,88.5
DE,D,2024-12,92.7
DE,D,2025-01,96.1
DE,D,2025-02,85.8
DE,D,2025-03,86.3
DE,D,2025-04,76.6
DE,D,2025-05,78.2
DE,D,2025-06,73.0
DE,D,2025-07,74.6
DE,D,2025-08,71.3
DK,B,2000-01,462.2
DK,B,2000-02,414.8
DK,B,2000-03,478.4
DK,B,2000-04,443.4
DK,B,2000-05,370.2
DK,B,2000-06,393.8
DK,B,2000-07,389.5
DK,B,2000-08,397.8
DK,B,2000-09,375.5
DK,B,2000-10,415.8
DK,B,2000-11,453.1
DK,B,2000-12,475.0
DK,B,2001-01,456.5
DK,B,2001-02,443.8
DK,B,2001-03,475.8
DK,B,2001-04,393.0
DK,B,2001-05,365.0
DK,B,2001-06,303.3
DK,B,2001-07,335.8
DK,B,2001-08,395.7
DK,B,2001-09,427.3
DK,B,2001-10,410.7
DK,B,2001-11,474.0
DK,B,2001-12,506.0
DK,B,2002-01,497.5
DK,B,2002-02,421.9
DK,B,2002-03,428.8
DK,B,2002-04,460.7
DK,B,2002-05,441.9
DK,B,2002-06,383.2
DK,B,2002-07,424.4
DK,B,2002-08,357.1
DK,B,2002-09,416.6
DK,B,2002-10,469.3
DK,B,2002-11,463.7
DK,B,2002-12,488.5
DK,B,2003-01,489.9
DK,B,2003-02,439.3
DK,B,2003-03,483.4
DK,B,2003-04,425.1
DK,B,2003-05,405.3
DK,B,2003-06,399.2
DK,B,2003-07,383.1
DK,B,2003-08,404.5
DK,B,2003-09,421.7
DK,B,2003-10,453.6
DK,B,2003-11,447.1
DK,B,2003-12,429.8
DK,B,2004-01,479.1
DK,B,2004-02,427.1
DK,B,2004-03,450.3
DK,B,2004-04,455.2
DK,B,2004-05,446.6
DK,B,2004-06,441.4
DK,B,2004-07,470.7
DK,B,2004-08,403.3
DK,B,2004-09,448.9
DK,B,2004-10,476.6
DK,B,2004-11,453.0
DK,B,2004-12,493.5
DK,B,2005-01,508.1
DK,B,2005-02,482.7
DK,B,2005-03,521.9
DK,B,2005-04,501.0
DK,B,2005-05,490.8
DK,B,2005-06,473.5
DK,B,2005-07,430.5
DK,B,2005-08,448.9
DK,B,2005-09,436.3
DK,B,2005-10,466.7
DK,B,2005-11,471.8
DK,B,2005-12,482.5
DK,B,2006-01,466.5
DK,B,2006-02,440.6
DK,B,2006-03,486.5
DK,B,2006-04,451.0
DK,B,2006-05,476.3
DK,B,2006-06,434.3
DK,B,2006-07,433.5
DK,B,2006-08,408.7
DK,B,2006-09,339.7
DK,B,2006-10,448.0
DK,B,2006-11,471.6
DK,B,2006-12,469.4
DK,B,2007-01,438.3
DK,B,2007-02,406.6
DK,B,2007-03,381.7
DK,B,2007-04,340.5
DK,B,2007-05,384.8
DK,B,2007-06,375.7
DK,B,2007-07,380.3
DK,B,2007-08,421.1
DK,B,2007-09,383.2
DK,B,2007-10,443.8
DK,B,2007-11,420.6
DK,B,2007-12,427.7
DK,B,2008-01,429.4
DK,B,2008-02,376.7
DK,B,2008-03,416.6
DK,B,2008-04,383.7
DK,B,2008-05,422.0
DK,B,2008-06,346.7
DK,B,2008-07,404.0
DK,B,2008-08,369.2
DK,B,2008-09,344.6
DK,B,2008-10,372.7
DK,B,2008-11,394.5
DK,B,2008-12,413.6
DK,B,2009-01,415.5
DK,B,2009-02,356.1
DK,B,2009-03,347.6
DK,B,2009-04,352.0
DK,B,2009-05,352.3
DK,B,2009-06,329.6
DK,B,2009-07,360.7
DK,B,2009-08,348.6
DK,B,2009-09,371.9
DK,B,2009-10,330.2
DK,B,2009-11,342.0
DK,B,2009-12,358.4
DK,B,2010-01,368.2
DK,B,2010-02,332.8
DK,B,2010-03,357.5
DK,B,2010-04,367.9
DK,B,2010-05,359.4
DK,B,2010-06,316.0
DK,B,2010-07,346.9
DK,B,2010-08,246.0
DK,B,2010-09,326.8
DK,B,2010-10,340.2
DK,B,2010-11,335.4
DK,B,2010-12,365.4
DK,B,2011-01,318.2
DK,B,2011-02,285.4
DK,B,2011-03,341.5
DK,B,2011-04,332.5
DK,B,2011-05,375.6
DK,B,2011-06,315.7
DK,B,2011-07,297.1
DK,B,2011-08,316.7
DK,B,2011-09,292.8
DK,B,2011-10,308.5
DK,B,2011-11,320.4
DK,B,2011-12,284.6
DK,B,2012-01,301.6
DK,B,2012-02,315.7
DK,B,2012-03,301.2
DK,B,2012-04,293.6
DK,B,2012-05,316.3
DK,B,2012-06,295.9
DK,B,2012-07,288.8
DK,B,2012-08,285.8
DK,B,2012-09,294.3
DK,B,2012-10,294.9
DK,B,2012-11,299.8
DK,B,2012-12,308.5
DK,B,2013-01,268.5
DK,B,2013-02,258.5
DK,B,2013-03,271.2
DK,B,2013-04,257.0
DK,B,2013-05,251.9
DK,B,2013-06,231.4
DK,B,2013-07,241.5
DK,B,2013-08,239.0
DK,B,2013-09,225.9
DK,B,2013-10,256.3
DK,B,2013-11,244.9
DK,B,2013-12,239.6
DK,B,2014-01,224.2
DK,B,2014-02,208.8
DK,B,2014-03,221.8
DK,B,2014-04,221.5
DK,B,2014-05,235.8
DK,B,2014-06,147.9
DK,B,2014-07,207.3
DK,B,2014-08,226.9
DK,B,2014-09,218.2
DK,B,2014-10,239.5
DK,B,2014-11,245.1
DK,B,2014-12,247.7
DK,B,2015-01,214.2
DK,B,2015-02,208.1
DK,B,2015-03,221.9
DK,B,2015-04,221.7
DK,B,2015-05,226.6
DK,B,2015-06,222.9
DK,B,2015-07,225.4
DK,B,2015-08,216.1
DK,B,2015-09,210.0
DK,B,2015-10,213.0
DK,B,2015-11,201.4
DK,B,2015-12,206.3
DK,B,2016-01,185.2
DK,B,2016-02,147.4
DK,B,2016-03,221.3
DK,B,2016-04,208.3
DK,B,2016-05,211.4
DK,B,2016-06,215.9
DK,B,2016-07,212.4
DK,B,2016-08,232.6
DK,B,2016-09,210.7
DK,B,2016-10,237.8
DK,B,2016-11,201.5
DK,B,2016-12,199.4
DK,B,2017-01,179.4
DK,B,2017-02,183.9
DK,B,2017-03,192.2
DK,B,2017-04,204.2
DK,B,2017-05,200.1
DK,B,2017-06,197.9
DK,B,2017-07,196.7
DK,B,2017-08,214.3
DK,B,2017-09,197.8
DK,B,2017-10,190.1
DK,B,2017-11,203.6
DK,B,2017-12,196.7
DK,B,2018-01,193.0
DK,B,2018-02,151.2
DK,B,2018-03,164.3
DK,B,2018-04,166.3
DK,B,2018-05,165.0
DK,B,2018-06,154.3
DK,B,2018-07,194.3
DK,B,2018-08,127.8
DK,B,2018-09,173.0
DK,B,2018-10,189.5
DK,B,2018-11,179.6
DK,B,2018-12,195.0
DK,B,2019-01,150.7
DK,B,2019-02,159.2
DK,B,2019-03,193.3
DK,B,2019-04,177.8
DK,B,2019-05,181.6
DK,B,2019-06,182.2
DK,B,2019-07,171.4
DK,B,2019-08,147.5
DK,B,2019-09,145.9
DK,B,2019-10,118.1
DK,B,2019-11,109.2
DK,B,2019-12,135.2
DK,B,2020-01,116.9
DK,B,2020-02,107.6
DK,B,2020-03,119.9
DK,B,2020-04,96.2
DK,B,2020-05,114.7
DK,B,2020-06,112.8
DK,B,2020-07,101.2
DK,B,2020-08,104.1
DK,B,2020-09,114.3
DK,B,2020-10,99.8
DK,B,2020-11,100.6
DK,B,2020-12,111.7
DK,B,2021-01,93.3
DK,B,2021-02,86.8
DK,B,2021-03,117.4
DK,B,2021-04,93.0
DK,B,2021-05,83.1
DK,B,2021-06,100.4
DK,B,2021-07,97.8
DK,B,2021-08,98.0
DK,B,2021-09,110.1
DK,B,2021-10,97.5
DK,B,2021-11,101.5
DK,B,2021-12,121.0
DK,B,2022-01,90.6
DK,B,2022-02,93.5
DK,B,2022-03,115.4
DK,B,2022-04,99.9
DK,B,2022-05,98.6
DK,B,2022-06,118.1
DK,B,2022-07,106.1
DK,B,2022-08,102.3
DK,B,2022-09,111.2
DK,B,2022-10,103.8
DK,B,2022-11,101.7
DK,B,2022-12,106.9
DK,B,2023-01,100.1
DK,B,2023-02,87.7
DK,B,2023-03,109.9
DK,B,2023-04,87.7
DK,B,2023-05,90.0
DK,B,2023-06,107.3
DK,B,2023-07,88.2
DK,B,2023-08,100.0
DK,B,2023-09,118.6
DK,B,2023-10,104.3
DK,B,2023-11,97.5
DK,B,2023-12,112.8
DK,B,2024-01,92.6
DK,B,2024-02,85.3
DK,B,2024-03,115.3
DK,B,2024-04,122.2
DK,B,2024-05,126.1
DK,B,2024-06,137.9
DK,B,2024-07,97.1
DK,B,2024-08,109.5
DK,B,2024-09,90.6
DK,B,2024-10,110.7
DK,B,2024-11,123.1
DK,B,2024-12,164.9
DK,B,2025-01,143.5
DK,B,2025-02,137.7
DK,B,2025-03,113.3
DK,B,2025-04,135.8
DK,B,2025-05,151.4
DK,B,2025-06,155.6
DK,B,2025-07,151.7
DK,B,2025-08,142.7
DK,C,2000-01,72.1
DK,C,2000-02,73.9
DK,C,2000-03,85.8
DK,C,2000-04,68.6
DK,C,2000-05,87.1
DK,C,2000-06,80.6
DK,C,2000-07,58.8
DK,C,2000-08,85.5
DK,C,2000-09,85.2
DK,C,2000-10,88.2
DK,C,2000-11,87.5
DK,C,2000-12,77.3
DK,C,2001-01,80.0
DK,C,2001-02,77.7
DK,C,2001-03,88.6
DK,C,2001-04,75.3
DK,C,2001-05,81.1
DK,C,2001-06,85.2
DK,C,2001-07,65.2
DK,C,2001-08,88.5
DK,C,2001-09,83.7
DK,C,2001-10,89.7
DK,C,2001-11,90.5
DK,C,2001-12,71.1
DK,C,2002-01,81.2
DK,C,2002-02,76.9
DK,C,2002-03,78.9
DK,C,2002-04,81.8
DK,C,2002-05,82.7
DK,C,2002-06,83.0
DK,C,2002-07,67.2
DK,C,2002-08,82.9
DK,C,2002-09,86.3
DK,C,2002-10,94.2
DK,C,2002-11,88.0
DK,C,2002-12,73.4
DK,C,2003-01,77.4
DK,C,2003-02,77.4
DK,C,2003-03,81.6
DK,C,2003-04,76.3
DK,C,2003-05,78.3
DK,C,2003-06,81.0
DK,C,2003-07,65.7
DK,C,2003-08,78.8
DK,C,2003-09,89.5
DK,C,2003-10,89.7
DK,C,2003-11,83.4
DK,C,2003-12,76.2
DK,C,2004-01,74.6
DK,C,2004-02,74.5
DK,C,2004-03,86.7
DK,C,2004-04,75.6
DK,C,2004-05,76.4
DK,C,2004-06,85.7
DK,C,2004-07,61.1
DK,C,2004-08,78.4
DK,C,2004-09,87.2
DK,C,2004-10,80.9
DK,C,2004-11,85.4
DK,C,2004-12,77.3
DK,C,2005-01,75.1
DK,C,2005-02,72.9
DK,C,2005-03,80.3
DK,C,2005-04,83.4
DK,C,2005-05,80.8
DK,C,2005-06,89.2
DK,C,2005-07,63.2
DK,C,2005-08,82.8
DK,C,2005-09,94.1
DK,C,2005-10,86.9
DK,C,2005-11,90.6
DK,C,2005-12,81.8
DK,C,2006-01,83.4
DK,C,2006-02,81.7
DK,C,2006-03,90.8
DK,C,2006-04,73.1
DK,C,2006-05,88.3
DK,C,2006-06,91.6
DK,C,2006-07,67.6
DK,C,2006-08,85.9
DK,C,2006-09,92.2
DK,C,2006-10,94.1
DK,C,2006-11,95.9
DK,C,2006-12,80.6
DK,C,2007-01,85.0
DK,C,2007-02,81.5
DK,C,2007-03,93.4
DK,C,2007-04,79.1
DK,C,2007-05,84.6
DK,C,2007-06,91.6
DK,C,2007-07,70.3
DK,C,2007-08,85.0
DK,C,2007-09,88.3
DK,C,2007-10,97.4
DK,C,2007-11,94.9
DK,C,2007-12,75.6
DK,C,2008-01,86.4
DK,C,2008-02,83.4
DK,C,2008-03,82.6
DK,C,2008-04,88.8
DK,C,2008-05,86.2
DK,C,2008-06,90.9
DK,C,2008-07,72.0
DK,C,2008-08,81.5
DK,C,2008-09,92.5
DK,C,2008-10,93.0
DK,C,2008-11,82.9
DK,C,2008-12,75.4
DK,C,2009-01,73.1
DK,C,2009-02,69.9
DK,C,2009-03,76.0
DK,C,2009-04,66.7
DK,C,2009-05,67.4
DK,C,2009-06,74.7
DK,C,2009-07,62.2
DK,C,2009-08,67.5
DK,C,2009-09,72.8
DK,C,2009-10,75.3
DK,C,2009-11,75.2
DK,C,2009-12,62.1
DK,C,2010-01,63.5
DK,C,2010-02,65.7
DK,C,2010-03,73.9
DK,C,2010-04,66.0
DK,C,2010-05,70.2
DK,C,2010-06,81.9
DK,C,2010-07,63.3
DK,C,2010-08,70.3
DK,C,2010-09,83.9
DK,C,2010-10,77.1
DK,C,2010-11,79.8
DK,C,2010-12,68.5
DK,C,2011-01,70.6
DK,C,2011-02,67.4
DK,C,2011-03,79.8
DK,C,2011-04,68.4
DK,C,2011-05,78.1
DK,C,2011-06,81.2
DK,C,2011-07,62.8
DK,C,2011-08,75.1
DK,C,2011-09,82.8
DK,C,2011-10,80.4
DK,C,2011-11,83.0
DK,C,2011-12,71.0
DK,C,2012-01,73.3
DK,C,2012-02,73.1
DK,C,2012-03,79.4
DK,C,2012-04,68.0
DK,C,2012-05,76.6
DK,C,2012-06,81.0
DK,C,2012-07,68.8
DK,C,2012-08,79.4
DK,C,2012-09,80.3
DK,C,2012-10,85.9
DK,C,2012-11,85.2
DK,C,2012-12,66.2
DK,C,2013-01,79.0
DK,C,2013-02,71.6
DK,C,2013-03,72.3
DK,C,2013-04,76.9
DK,C,2013-05,79.9
DK,C,2013-06,79.0
DK,C,2013-07,70.7
DK,C,2013-08,75.4
DK,C,2013-09,81.3
DK,C,2013-10,90.8
DK,C,2013-11,85.1
DK,C,2013-12,72.1
DK,C,2014-01,78.3
DK,C,2014-02,76.9
DK,C,2014-03,82.1
DK,C,2014-04,75.9
DK,C,2014-05,78.8
DK,C,2014-06,82.1
DK,C,2014-07,70.4
DK,C,2014-08,78.7
DK,C,2014-09,88.1
DK,C,2014-10,90.4
DK,C,2014-11,84.0
DK,C,2014-12,76.2
DK,C,2015-01,76.7
DK,C,2015-02,74.9
DK,C,2015-03,85.8
DK,C,2015-04,80.0
DK,C,2015-05,77.6
DK,C,2015-06,89.9
DK,C,2015-07,71.7
DK,C,2015-08,83.3
DK,C,2015-09,90.4
DK,C,2015-10,88.9
DK,C,2015-11,85.1
DK,C,2015-12,77.5
DK,C,2016-01,82.0
DK,C,2016-02,82.1
DK,C,2016-03,84.2
DK,C,2016-04,83.0
DK,C,2016-05,84.4
DK,C,2016-06,90.5
DK,C,2016-07,73.4
DK,C,2016-08,85.8
DK,C,2016-09,87.0
DK,C,2016-10,93.3
DK,C,2016-11,98.0
DK,C,2016-12,85.4
DK,C,2017-01,84.5
DK,C,2017-02,82.9
DK,C,2017-03,97.7
DK,C,2017-04,78.7
DK,C,2017-05,92.4
DK,C,2017-06,92.6
DK,C,2017-07,71.6
DK,C,2017-08,89.9
DK,C,2017-09,91.0
DK,C,2017-10,94.4
DK,C,2017-11,96.9
DK,C,2017-12,79.0
DK,C,2018-01,89.6
DK,C,2018-02,83.9
DK,C,2018-03,89.8
DK,C,2018-04,86.4
DK,C,2018-05,91.7
DK,C,2018-06,92.6
DK,C,2018-07,77.3
DK,C,2018-08,90.7
DK,C,2018-09,95.0
DK,C,2018-10,101.4
DK,C,2018-11,100.8
DK,C,2018-12,90.4
DK,C,2019-01,94.1
DK,C,2019-02,86.8
DK,C,2019-03,98.3
DK,C,2019-04,90.9
DK,C,2019-05,100.8
DK,C,2019-06,91.1
DK,C,2019-07,84.9
DK,C,2019-08,92.8
DK,C,2019-09,102.3
DK,C,2019-10,104.6
DK,C,2019-11,96.4
DK,C,2019-12,89.5
DK,C,2020-01,89.7
DK,C,2020-02,89.3
DK,C,2020-03,99.2
DK,C,2020-04,84.6
DK,C,2020-05,82.2
DK,C,2020-06,91.7
DK,C,2020-07,74.8
DK,C,2020-08,86.8
DK,C,2020-09,103.2
DK,C,2020-10,95.4
DK,C,2020-11,99.3
DK,C,2020-12,90.1
DK,C,2021-01,91.5
DK,C,2021-02,89.7
DK,C,2021-03,109.3
DK,C,2021-04,92.2
DK,C,2021-05,98.0
DK,C,2021-06,101.2
DK,C,2021-07,90.6
DK,C,2021-08,98.2
DK,C,2021-09,111.3
DK,C,2021-10,105.7
DK,C,2021-11,110.4
DK,C,2021-12,101.7
DK,C,2022-01,102.3
DK,C,2022-02,100.6
DK,C,2022-03,124.0
DK,C,2022-04,104.0
DK,C,2022-05,114.4
DK,C,2022-06,121.0
DK,C,2022-07,95.5
DK,C,2022-08,114.6
DK,C,2022-09,125.3
DK,C,2022-10,113.1
DK,C,2022-11,120.8
DK,C,2022-12,124.7
DK,C,2023-01,119.7
DK,C,2023-02,120.2
DK,C,2023-03,134.1
DK,C,2023-04,113.5
DK,C,2023-05,123.4
DK,C,2023-06,136.5
DK,C,2023-07,108.1
DK,C,2023-08,121.8
DK,C,2023-09,126.7
DK,C,2023-10,127.7
DK,C,2023-11,138.7
DK,C,2023-12,132.6
DK,C,2024-01,130.2
DK,C,2024-02,129.2
DK,C,2024-03,129.7
DK,C,2024-04,142.3
DK,C,2024-05,134.9
DK,C,2024-06,136.0
DK,C,2024-07,132.5
DK,C,2024-08,134.9
DK,C,2024-09,133.7
DK,C,2024-10,143.5
DK,C,2024-11,137.3
DK,C,2024-12,136.8
DK,C,2025-01,118.6
DK,C,2025-02,120.5
DK,C,2025-03,127.6
DK,C,2025-04,122.0
DK,C,2025-05,125.4
DK,C,2025-06,133.4
DK,C,2025-07,124.2
DK,C,2025-08,125.4
DK,D,2000-01,150.7
DK,D,2000-02,136.3
DK,D,2000-03,134.4
DK,D,2000-04,104.6
DK,D,2000-05,92.8
DK,D,2000-06,86.0
DK,D,2000-07,71.0
DK,D,2000-08,82.4
