Country,Time,USD-EUR Spot Exchange Rate,Country,Time,USD-BGN Spot Exchange Rate,Country,Time,USD-SKK Spot Exchange Rate,Country,Time,USD-DKK Spot Exchange Rate,Country,Time,USD-CZK Spot Exchange Rate,Country,Time,USD-HUF Spot Exchange Rate,Country,Time,USD-PLN Spot Exchange Rate,Country,Time,USD-RON Spot Exchange Rate
AT,2002-01,0.8831619047619047,BG,1960-01,0.001169999999,SE,1974-01,0.20776924769588623,DK,1974-01,0.1497566454511419,CZ,1994-01,30.122000013333302,HU,1971-01,60.0,PL,1960-01,0.0004,RO,1960-01,0.0005999999999
AT,2002-02,0.8706947368421052,BG,1960-02,0.001169999999,SE,1974-02,0.2137064172475326,DK,1974-02,0.1556420233463035,CZ,1994-02,30.074399852,HU,1971-02,60.0,PL,1960-02,0.0004,RO,1960-02,0.0005999999999
AT,2002-03,0.8766380952380953,BG,1960-03,0.001169999999,SE,1974-03,0.21906924778922618,DK,1974-03,0.16027952749595295,CZ,1994-03,29.5886521547826,HU,1971-03,60.0,PL,1960-03,0.0004,RO,1960-03,0.0005999999999
AT,2002-04,0.8859954545454546,BG,1960-04,0.001169999999,SE,1974-04,0.22725371120804977,DK,1974-04,0.16492941021242907,CZ,1994-04,29.6302001005,HU,1971-04,60.0,PL,1960-04,0.0004,RO,1960-04,0.0005999999999
AT,2002-05,0.916959090909091,BG,1960-05,0.001169999999,SE,1974-05,0.23384925439291138,DK,1974-05,0.17010274205620193,CZ,1994-05,29.2073179595455,HU,1971-05,60.0,PL,1960-05,0.0004,RO,1960-05,0.0005999999999
AT,2002-06,0.9561350000000001,BG,1960-06,0.001169999999,SE,1974-06,0.22883609385941228,DK,1974-06,0.16752383026485518,CZ,1994-06,28.8938179886364,HU,1971-06,60.0,PL,1960-06,0.0004,RO,1960-06,0.0005999999999
AT,2002-07,0.9935272727272728,BG,1960-07,0.001169999999,SE,1974-07,0.22859826660168933,DK,1974-07,0.16856868331001468,CZ,1994-07,28.1724737063158,HU,1971-07,60.0,PL,1960-07,0.0004,RO,1960-07,0.0005999999999
AT,2002-08,0.9780590909090908,BG,1960-08,0.001169999999,SE,1974-08,0.22595342072937763,DK,1974-08,0.16544786737698952,CZ,1994-08,28.12343473,HU,1971-08,60.0,PL,1960-08,0.0004,RO,1960-08,0.0005999999999
AT,2002-09,0.98063,BG,1960-09,0.001169999999,SE,1974-09,0.22332295625996582,DK,1974-09,0.16109804426974256,CZ,1994-09,27.9795907636364,HU,1971-09,60.0,PL,1960-09,0.0004,RO,1960-09,0.0005999999999
AT,2002-10,0.98115,BG,1960-10,0.001169999999,SE,1974-10,0.22756705987496226,DK,1974-10,0.1659062629614268,CZ,1994-10,27.6360500335,HU,1971-10,60.0,PL,1960-10,0.0004,RO,1960-10,0.0005999999999
AT,2002-11,1.0012894736842106,BG,1960-11,0.001169999999,SE,1974-11,0.2317300190791049,DK,1974-11,0.1699524133242692,CZ,1994-11,27.7775454959091,HU,1971-11,60.0,PL,1960-11,0.0004,RO,1960-11,0.0005999999999
AT,2002-12,1.019404761904762,BG,1960-12,0.001169999999,SE,1974-12,0.23891790666956403,DK,1974-12,0.17312419930057824,CZ,1994-12,28.218476158571402,HU,1971-12,57.8594,PL,1960-12,0.0004,RO,1960-12,0.0005999999999
AT,2003-01,1.062247619047619,BG,1961-01,0.001169999999,SE,1975-01,0.24747157170320055,DK,1975-01,0.1781388057574462,CZ,1995-01,27.762000171363603,HU,1972-01,55.26,PL,1961-01,0.0004,RO,1961-01,0.0005999999999
AT,2003-02,1.0784578947368422,BG,1961-02,0.001169999999,SE,1975-02,0.2514517848187382,DK,1975-02,0.18060321473722232,CZ,1995-02,27.395999909,HU,1972-02,55.26,PL,1961-02,0.0004,RO,1961-02,0.0005999999999
AT,2003-03,1.0797428571428571,BG,1961-03,0.001169999999,SE,1975-03,0.25480643810933623,DK,1975-03,0.18396217737633141,CZ,1995-03,26.223391325652198,HU,1972-03,55.26,PL,1961-03,0.0004,RO,1961-03,0.0005999999999
AT,2003-04,1.0862363636363637,BG,1961-04,0.001169999999,SE,1975-04,0.2516969522931309,DK,1975-04,0.1811758311441254,CZ,1995-04,25.85321055,HU,1972-04,55.26,PL,1961-04,0.0004,RO,1961-04,0.0005999999999
AT,2003-05,1.155557142857143,BG,1961-05,0.001169999999,SE,1975-05,0.2542160521699761,DK,1975-05,0.18297926844888476,CZ,1995-05,26.236619040952398,HU,1972-05,55.26,PL,1961-05,0.0004,RO,1961-05,0.0005999999999
AT,2003-06,1.1674285714285713,BG,1961-06,0.001169999999,SE,1975-06,0.25532132188359047,DK,1975-06,0.18391481065970244,CZ,1995-06,26.1391363136364,HU,1972-06,55.26,PL,1961-06,0.0004,RO,1961-06,0.0005999999999
AT,2003-07,1.1365045454545455,BG,1961-07,0.001169999999,SE,1975-07,0.24195818962483281,DK,1975-07,0.174678591391839,CZ,1995-07,26.010105233157898,HU,1972-07,55.26,PL,1961-07,0.0004,RO,1961-07,0.0005999999999
AT,2003-08,1.1155190476190475,BG,1961-08,0.001169999999,SE,1975-08,0.23173487764398462,DK,1975-08,0.1678331067586392,CZ,1995-08,26.6381738917391,HU,1972-08,55.26,PL,1961-08,0.0004,RO,1961-08,0.0005999999999
AT,2003-09,1.1267,BG,1961-09,0.001169999999,SE,1975-09,0.22495669583605155,DK,1975-09,0.16440878600552414,CZ,1995-09,26.928428467142897,HU,1972-09,55.26,PL,1961-09,0.0004,RO,1961-09,0.0005999999999
AT,2003-10,1.1713681818181818,BG,1961-10,0.001169999999,SE,1975-10,0.22766738209416737,DK,1975-10,0.16599438938963862,CZ,1995-10,26.312636376363603,HU,1972-10,55.26,PL,1961-10,0.0004,RO,1961-10,0.0005999999999
AT,2003-11,1.171011111111111,BG,1961-11,0.001169999999,SE,1975-11,0.22787470644376054,DK,1975-11,0.16562598340427645,CZ,1995-11,26.323227015,HU,1972-11,55.26,PL,1961-11,0.0004,RO,1961-11,0.0005999999999
AT,2003-12,1.229818181818182,BG,1961-12,0.001169999999,SE,1975-12,0.226853470187845,DK,1975-12,0.16252498821693837,CZ,1995-12,26.6582629547368,HU,1972-12,55.26,PL,1961-12,0.0004,RO,1961-12,0.0005999999999
AT,2004-01,1.26382,BG,1962-01,0.001169999999,SE,1976-01,0.228313232708806,DK,1976-01,0.16230867864504714,CZ,1996-01,26.9667726863636,HU,1973-01,55.26,PL,1962-01,0.0004,RO,1962-01,0.0005999999999
AT,2004-02,1.2640421052631579,BG,1962-02,0.001169999999,SE,1976-02,0.22860481213129538,DK,1976-02,0.16277631279096266,CZ,1996-02,27.069380897142896,HU,1973-02,52.1038,PL,1962-02,0.0004,RO,1962-02,0.0005999999999
AT,2004-03,1.226091304347826,BG,1962-03,0.001169999999,SE,1976-03,0.22702147820593813,DK,1976-03,0.16271274691659343,CZ,1996-03,27.263428642381,HU,1973-03,49.7366,PL,1962-03,0.0004,RO,1962-03,0.0005999999999
AT,2004-04,1.1989454545454545,BG,1962-04,0.001169999999,SE,1976-04,0.22709021055391432,DK,1976-04,0.16552728717329052,CZ,1996-04,27.495999834761896,HU,1973-04,49.7366,PL,1962-04,0.0004,RO,1962-04,0.0005999999999
AT,2004-05,1.199995,BG,1962-05,0.001169999999,SE,1976-05,0.22652006288196944,DK,1976-05,0.16486415193880244,CZ,1996-05,27.7036499015,HU,1973-05,49.7366,PL,1962-05,0.0004,RO,1962-05,0.0005999999999
AT,2004-06,1.2146045454545453,BG,1962-06,0.001169999999,SE,1976-06,0.224744812481101,DK,1976-06,0.16314012104996983,CZ,1996-06,27.814000129,HU,1973-06,49.7366,PL,1962-06,0.0004,RO,1962-06,0.0005999999999
AT,2004-07,1.2266142857142857,BG,1962-07,0.001169999999,SE,1976-07,0.2237932746923908,DK,1976-07,0.16225074229714603,CZ,1996-07,27.151043518695698,HU,1973-07,47.5225,PL,1962-07,0.0004,RO,1962-07,0.0005999999999
AT,2004-08,1.2191363636363637,BG,1962-08,0.001169999999,SE,1976-08,0.2265917815160844,DK,1976-08,0.16447368421052633,CZ,1996-08,26.520454545454502,HU,1973-08,46.7524,PL,1962-08,0.0004,RO,1962-08,0.0005999999999
AT,2004-09,1.222395238095238,BG,1962-09,0.001169999999,SE,1976-09,0.2299600745508661,DK,1976-09,0.166925401038276,CZ,1996-09,26.5414285714286,HU,1973-09,46.7524,PL,1962-09,0.0004,RO,1962-09,0.0005999999999
AT,2004-10,1.25074,BG,1962-10,0.001169999999,SE,1976-10,0.23510879659562461,DK,1976-10,0.1696755802904846,CZ,1996-10,27.09,HU,1973-10,46.7524,PL,1962-10,0.0004,RO,1962-10,0.0005999999999
AT,2004-11,1.29972,BG,1962-11,0.001169999999,SE,1976-11,0.236988401288718,DK,1976-11,0.16933940697339678,CZ,1996-11,26.83,HU,1973-11,46.7524,PL,1962-11,0.0004,RO,1962-11,0.0005999999999
AT,2004-12,1.3406478260869563,BG,1962-12,0.001169999999,SE,1976-12,0.2405047672227555,DK,1976-12,0.17143836790673753,CZ,1996-12,27.3405,HU,1973-12,46.7524,PL,1962-12,0.0004,RO,1962-12,0.0005999999999
AT,2005-01,1.312265,BG,1963-01,0.001169999999,SE,1977-01,0.23729644767217836,DK,1977-01,0.16964967342437867,CZ,1997-01,27.5159090909091,HU,1974-01,46.7524,PL,1963-01,0.0004,RO,1963-01,0.0005999999999
AT,2005-02,1.3013052631578947,BG,1963-02,0.001169999999,SE,1977-02,0.2354270646953574,DK,1977-02,0.16890750624957773,CZ,1997-02,28.18,HU,1974-02,46.7524,PL,1963-02,0.0004,RO,1963-02,0.0005999999999
AT,2005-03,1.3185,BG,1963-03,0.001169999999,SE,1977-03,0.23725991617504005,DK,1977-03,0.17038097185306345,CZ,1997-03,29.239047619047604,HU,1974-03,46.7524,PL,1963-03,0.0004,RO,1963-03,0.0005999999999
AT,2005-04,1.2943095238095237,BG,1963-04,0.001169999999,SE,1977-04,0.23002758140237958,DK,1977-04,0.16709833737154317,CZ,1997-04,29.920476190476197,HU,1974-04,46.7524,PL,1963-04,0.0004,RO,1963-04,0.0005999999999
AT,2005-05,1.2696857142857143,BG,1963-05,0.001169999999,SE,1977-05,0.22961761013991366,DK,1977-05,0.16638104587125435,CZ,1997-05,31.026999999999997,HU,1974-05,46.7524,PL,1963-05,0.0004,RO,1963-05,0.0005999999999
AT,2005-06,1.2155272727272726,BG,1963-06,0.001169999999,SE,1977-06,0.2262492299813139,DK,1977-06,0.16544513012259485,CZ,1997-06,32.3704761904762,HU,1974-06,46.7524,PL,1963-06,0.0004,RO,1963-06,0.0005999999999
AT,2005-07,1.2040549999999999,BG,1963-07,0.001169999999,SE,1977-07,0.2298947928829412,DK,1977-07,0.16767551434464026,CZ,1997-07,33.5752173913043,HU,1974-07,46.7524,PL,1963-07,0.0004,RO,1963-07,0.0005999999999
AT,2005-08,1.2295173913043478,BG,1963-08,0.001169999999,SE,1977-08,0.22446776740454752,DK,1977-08,0.1658787426391308,CZ,1997-08,34.228,HU,1974-08,46.7524,PL,1963-08,0.0004,RO,1963-08,0.0005999999999
AT,2005-09,1.2233904761904761,BG,1963-09,0.001169999999,SE,1977-09,0.20601909306471058,DK,1977-09,0.16188302332734367,CZ,1997-09,33.5952380952381,HU,1974-09,46.7524,PL,1963-09,0.0004,RO,1963-09,0.0005999999999
AT,2005-10,1.20224,BG,1963-10,0.001169999999,SE,1977-10,0.20846275395975003,DK,1977-10,0.16359115299044627,CZ,1997-10,32.9482608695652,HU,1974-10,46.7524,PL,1963-10,0.0004,RO,1963-10,0.0005999999999
AT,2005-11,1.1788750000000001,BG,1963-11,0.001169999999,SE,1977-11,0.2084821511846724,DK,1977-11,0.16326530612244897,CZ,1997-11,33.1278947368421,HU,1974-11,46.7524,PL,1963-11,0.0004,RO,1963-11,0.0005999999999
AT,2005-12,1.186095238095238,BG,1963-12,0.001169999999,SE,1977-12,0.21042189590128207,DK,1977-12,0.16827368031366213,CZ,1997-12,34.728,HU,1974-12,46.7524,PL,1963-12,0.0004,RO,1963-12,0.0005999999999
AT,2006-01,1.21255,BG,1964-01,0.001169999999,SE,1978-01,0.21412315548196065,DK,1978-01,0.1732321657485362,CZ,1998-01,35.3580952380952,HU,1975-01,46.2858,PL,1964-01,0.0004,RO,1964-01,0.0005999999999
AT,2006-02,1.1939736842105262,BG,1964-02,0.001169999999,SE,1978-02,0.2155376286789579,DK,1978-02,0.17608423869979398,CZ,1998-02,34.504,HU,1975-02,46.2858,PL,1964-02,0.0004,RO,1964-02,0.0005999999999
AT,2006-03,1.2028434782608695,BG,1964-03,0.001169999999,SE,1978-03,0.21692505899418452,DK,1978-03,0.17838348882427443,CZ,1998-03,33.9959090909091,HU,1975-03,43.5085,PL,1964-03,0.0004,RO,1964-03,0.0005999999999
AT,2006-04,1.227325,BG,1964-04,0.001169999999,SE,1978-04,0.21730391038386732,DK,1978-04,0.17804682631532093,CZ,1998-04,33.806,HU,1975-04,43.5085,PL,1964-04,0.0004,RO,1964-04,0.0005999999999
AT,2006-05,1.2767454545454546,BG,1964-05,0.001169999999,SE,1978-05,0.2149065010193406,DK,1978-05,0.1753493836469165,CZ,1998-05,32.525999999999996,HU,1975-05,43.5085,PL,1964-05,0.0004,RO,1964-05,0.0005999999999
AT,2006-06,1.266059090909091,BG,1964-06,0.001169999999,SE,1978-06,0.21689065556186513,DK,1978-06,0.17722954771019422,CZ,1998-06,33.273181818181804,HU,1975-06,43.5085,PL,1964-06,0.0004,RO,1964-06,0.0005999999999
AT,2006-07,1.268065,BG,1964-07,0.001169999999,SE,1978-07,0.22011789514463945,DK,1978-07,0.17845670640302663,CZ,1998-07,31.988260869565202,HU,1975-07,43.5085,PL,1964-07,0.0004,RO,1964-07,0.0005999999999
AT,2006-08,1.2810478260869567,BG,1964-08,0.001169999999,SE,1978-08,0.22520890573930208,DK,1978-08,0.18169264871543298,CZ,1998-08,32.076666666666696,HU,1975-08,43.5085,PL,1964-08,0.0004,RO,1964-08,0.0005999999999
AT,2006-09,1.2722099999999998,BG,1964-09,0.001169999999,SE,1978-09,0.22591620316192318,DK,1978-09,0.18409086725207563,CZ,1998-09,30.7445454545455,HU,1975-09,43.5085,PL,1964-09,0.0004,RO,1964-09,0.0005999999999
AT,2006-10,1.2617190476190476,BG,1964-10,0.001169999999,SE,1978-10,0.233395572152574,DK,1978-10,0.19564494355643378,CZ,1998-10,29.242272727272702,HU,1975-10,43.5085,PL,1964-10,0.0004,RO,1964-10,0.0005999999999
AT,2006-11,1.2887666666666666,BG,1964-11,0.001169999999,SE,1978-11,0.22853094594671802,DK,1978-11,0.19018999980981,CZ,1998-11,29.777142857142895,HU,1975-11,43.5085,PL,1964-11,0.0004,RO,1964-11,0.0005999999999
AT,2006-12,1.3204799999999999,BG,1964-12,0.001169999999,SE,1978-12,0.2280423702723966,DK,1978-12,0.1905560425321087,CZ,1998-12,30.0768181818182,HU,1975-12,43.5085,PL,1964-12,0.0004,RO,1964-12,0.0005999999999
AT,2007-01,1.2993,BG,1965-01,0.001169999999,SE,1979-01,0.22985863693828293,DK,1979-01,0.19486340075606998,CZ,1999-01,30.773000000000003,HU,1976-01,41.3,PL,1965-01,0.0004,RO,1965-01,0.0005999999999
AT,2007-02,1.308021052631579,BG,1965-02,0.001169999999,SE,1979-02,0.2289741322834445,DK,1979-02,0.1942200124300808,CZ,1999-02,33.661125,HU,1976-02,41.3,PL,1965-02,0.0004,RO,1965-02,0.0005999999999
AT,2007-03,1.324590909090909,BG,1965-03,0.001169999999,SE,1979-03,0.22900636221311746,DK,1979-03,0.19269307846462153,CZ,1999-03,34.7895652173913,HU,1976-03,41.4032,PL,1965-03,0.0004,RO,1965-03,0.0005999999999
AT,2007-04,1.351290476190476,BG,1965-04,0.001169999999,SE,1979-04,0.22771509588432073,DK,1979-04,0.1895734597156398,CZ,1999-04,35.4495,HU,1976-04,41.7,PL,1965-04,0.0004,RO,1965-04,0.0005999999999
AT,2007-05,1.3517818181818182,BG,1965-05,0.001169999999,SE,1979-05,0.22755176026801463,DK,1979-05,0.18559073531049328,CZ,1999-05,35.45,HU,1976-05,41.7,PL,1965-05,0.0004,RO,1965-05,0.0005999999999
AT,2007-06,1.3420619047619047,BG,1965-06,0.001169999999,SE,1979-06,0.2302543213802102,DK,1979-06,0.18395879323031641,CZ,1999-06,35.7727272727273,HU,1976-06,41.7,PL,1965-06,0.0004,RO,1965-06,0.0005999999999
AT,2007-07,1.3726476190476191,BG,1965-07,0.001169999999,SE,1979-07,0.23685590701713818,DK,1979-07,0.19070867343046763,CZ,1999-07,35.29,HU,1976-07,41.7,PL,1965-07,0.0004,RO,1965-07,0.0005999999999
AT,2007-08,1.3625869565217392,BG,1965-08,0.001169999999,SE,1979-08,0.23693094081156055,DK,1979-08,0.18964176670269858,CZ,1999-08,34.316363636363604,HU,1976-08,41.7,PL,1965-08,0.0004,RO,1965-08,0.0005999999999
AT,2007-09,1.3909850000000001,BG,1965-09,0.001169999999,SE,1979-09,0.23859005832899058,DK,1979-09,0.19276736833988745,CZ,1999-09,34.6009090909091,HU,1976-09,41.7,PL,1965-09,0.0004,RO,1965-09,0.0005999999999
AT,2007-10,1.4233043478260867,BG,1965-10,0.001169999999,SE,1979-10,0.23744380946213584,DK,1979-10,0.19107306634056864,CZ,1999-10,34.203333333333305,HU,1976-10,41.7,PL,1965-10,0.0004,RO,1965-10,0.0005999999999
AT,2007-11,1.468252380952381,BG,1965-11,0.001169999999,SE,1979-11,0.23676455011620157,DK,1979-11,0.19032030908018197,CZ,1999-11,35.1233333333333,HU,1976-11,41.7,PL,1965-11,0.0004,RO,1965-11,0.0005999999999
AT,2007-12,1.45588,BG,1965-12,0.001169999999,SE,1979-12,0.23934753860974983,DK,1979-12,0.18617813523979743,CZ,1999-12,35.6304761904762,HU,1976-12,41.3,PL,1965-12,0.0004,RO,1965-12,0.0005999999999
AT,2008-01,1.4728142857142856,BG,1966-01,0.001169999999,SE,1980-01,0.2411170294381973,DK,1980-01,0.1856699901594905,CZ,2000-01,35.484,HU,1977-01,41.3,PL,1966-01,0.0004,RO,1966-01,0.0005999999999
AT,2008-02,1.4759449999999998,BG,1966-02,0.001169999999,SE,1980-02,0.23973402141203337,DK,1980-02,0.18326094525995565,CZ,2000-02,36.287619047618996,HU,1977-02,41.3,PL,1966-02,0.0004,RO,1966-02,0.0005999999999
AT,2008-03,1.5520190476190474,BG,1966-03,0.001169999999,SE,1980-03,0.23001347221765842,DK,1980-03,0.17313319136411642,CZ,2000-03,36.9073913043478,HU,1977-03,41.2645,PL,1966-03,0.0004,RO,1966-03,0.0005999999999
AT,2008-04,1.5753636363636365,BG,1966-04,0.001169999999,SE,1980-04,0.2286094311781699,DK,1980-04,0.17091387649763284,CZ,2000-04,38.3345,HU,1977-04,41.2,PL,1966-04,0.0004,RO,1966-04,0.0005999999999
AT,2008-05,1.5554142857142856,BG,1966-05,0.001169999999,SE,1980-05,0.23729886096546737,DK,1980-05,0.1785778063502268,CZ,2000-05,40.3839130434783,HU,1977-05,41.2,PL,1966-05,0.0004,RO,1966-05,0.0005999999999
AT,2008-06,1.5561714285714285,BG,1966-06,0.001169999999,SE,1980-06,0.23994515539305303,DK,1980-06,0.18214936247723132,CZ,2000-06,37.9659090909091,HU,1977-06,41.2,PL,1966-06,0.0004,RO,1966-06,0.0005999999999
AT,2008-07,1.5758636363636362,BG,1966-07,0.001169999999,SE,1980-07,0.24237750296086152,DK,1980-07,0.18485655131617865,CZ,2000-07,37.8831904761905,HU,1977-07,41.0645,PL,1966-07,0.0004,RO,1966-07,0.0005999999999
AT,2008-08,1.4955380952380952,BG,1966-08,0.001169999999,SE,1980-08,0.23952915411990147,DK,1980-08,0.1806913250094863,CZ,2000-08,39.0165217391304,HU,1977-08,40.6,PL,1966-08,0.0004,RO,1966-08,0.0005999999999
AT,2008-09,1.4341666666666666,BG,1966-09,0.001169999999,SE,1980-09,0.24072216649949849,DK,1980-09,0.18067500180675003,CZ,2000-09,40.724000000000004,HU,1977-09,40.6,PL,1966-09,0.0004,RO,1966-09,0.0005999999999
AT,2008-10,1.3266272727272728,BG,1966-10,0.001169999999,SE,1980-10,0.23843327661511454,DK,1980-10,0.17632952461560164,CZ,2000-10,41.267272727272704,HU,1977-10,40.6,PL,1966-10,0.0004,RO,1966-10,0.0005999999999
AT,2008-11,1.2744222222222221,BG,1966-11,0.001169999999,SE,1980-11,0.23239441433190025,DK,1980-11,0.16960651289009498,CZ,2000-11,40.5363636363636,HU,1977-11,40.6,PL,1966-11,0.0004,RO,1966-11,0.0005999999999
AT,2008-12,1.3511454545454546,BG,1966-12,0.001169999999,SE,1980-12,0.22720231333264485,DK,1980-12,0.16570557433552066,CZ,2000-12,38.8485,HU,1977-12,40.6,PL,1966-12,0.0004,RO,1966-12,0.0005999999999
AT,2009-01,1.324445,BG,1967-01,0.001169999999,SE,1981-01,0.2248357895751139,DK,1981-01,0.16170763260025872,CZ,2001-01,37.441363636363604,HU,1978-01,39.8,PL,1967-01,0.0004,RO,1967-01,0.0005999999999
AT,2009-02,1.2796842105263158,BG,1967-02,0.001169999999,SE,1981-02,0.2173283106345987,DK,1981-02,0.15150137866254582,CZ,2001-02,37.6125,HU,1978-02,39.8,PL,1967-02,0.0004,RO,1967-02,0.0005999999999
AT,2009-03,1.3050318181818181,BG,1967-03,0.001169999999,SE,1981-03,0.2170245928322696,DK,1981-03,0.15106196561829663,CZ,2001-03,37.9618181818182,HU,1978-03,39.0516,PL,1967-03,0.0004,RO,1967-03,0.0005999999999
AT,2009-04,1.3198909090909092,BG,1967-04,0.001169999999,SE,1981-04,0.21306618707404923,DK,1981-04,0.14679545521270662,CZ,2001-04,38.7165,HU,1978-04,38.727,PL,1967-04,0.0004,RO,1967-04,0.0005999999999
AT,2009-05,1.364585,BG,1967-05,0.001169999999,SE,1981-05,0.20447806972702176,DK,1981-05,0.1386135869037883,CZ,2001-05,39.2508695652174,HU,1978-05,37.83,PL,1967-05,0.0004,RO,1967-05,0.0005999999999
AT,2009-06,1.4014454545454547,BG,1967-06,0.001169999999,SE,1981-06,0.19800910841898728,DK,1981-06,0.13382043973396499,CZ,2001-06,39.7999523809524,HU,1978-06,37.83,PL,1967-06,0.0004,RO,1967-06,0.0005999999999
AT,2009-07,1.4091652173913045,BG,1967-07,0.001169999999,SE,1981-07,0.19292065089750043,DK,1981-07,0.13073262563405322,CZ,2001-07,39.372727272727296,HU,1978-07,37.83,PL,1967-07,0.0004,RO,1967-07,0.0005999999999
AT,2009-08,1.4266238095238095,BG,1967-08,0.001169999999,SE,1981-08,0.1886783976711695,DK,1981-08,0.12728800183294722,CZ,2001-08,37.7982608695652,HU,1978-08,37.45,PL,1967-08,0.0004,RO,1967-08,0.0005999999999
