Country,Time,USD-DKK Spot Exchange Rate
DK,2009-05,0.1832005129614363
DK,2009-06,0.18824238088963352
DK,2009-07,0.18926131309499028
DK,2009-08,0.19166634722275463
DK,2009-09,0.19582884558895527
DK,2009-10,0.19912385503783353
DK,2009-11,0.20034459269944305
DK,2009-12,0.19584802193497847
DK,2010-01,0.19165532705981564
DK,2010-02,0.1837762340574117
DK,2010-03,0.1823586264748254
DK,2010-04,0.18027112777617538
DK,2010-05,0.168767826101632
DK,2010-06,0.1642764444006374
DK,2010-07,0.17188332559858369
DK,2010-08,0.17317516668109795
DK,2010-09,0.17584891061599872
DK,2010-10,0.18643499011894551
DK,2010-11,0.1830931761173261
DK,2010-12,0.17741191498421036
DK,2011-01,0.17937541480564673
DK,2011-02,0.1831636017290644
DK,2011-03,0.18800172961591247
DK,2011-04,0.19388487116350311
DK,2011-05,0.19219680953296175
DK,2011-06,0.19311729944768452
DK,2011-07,0.19146084625694046
DK,2011-08,0.19240759625190001
DK,2011-09,0.1846040243677312
DK,2011-10,0.18441678192715535
DK,2011-11,0.18219582407171228
DK,2011-12,0.17692539056279968
DK,2012-01,0.17361412524522996
DK,2012-02,0.17807536149298384
DK,2012-03,0.1776388247415355
DK,2012-04,0.17690035203170054
DK,2012-05,0.17223265186614078
DK,2012-06,0.16873080687071845
DK,2012-07,0.1650437365901964
DK,2012-08,0.16662501041406316
DK,2012-09,0.17284590787313112
DK,2012-10,0.17395539783599487
DK,2012-11,0.17211703958691912
DK,2012-12,0.1758581879572313
DK,2013-01,0.17829443543067022
DK,2013-02,0.1789100797938956
DK,2013-03,0.17375590770086183
DK,2013-04,0.1747182667947934
DK,2013-05,0.17418568193694478
DK,2013-06,0.1769504361828252
DK,2013-07,0.17549093589316112
DK,2013-08,0.1785267968722105
DK,2013-09,0.1791665173612355
DK,2013-10,0.18294244630639203
DK,2013-11,0.18089397803947105
DK,2013-12,0.18376272556874565
DK,2014-01,0.18252505156332707
DK,2014-02,0.18313005896787898
DK,2014-03,0.18527095877721167
DK,2014-04,0.1849933402397514
DK,2014-05,0.1840569840422595
DK,2014-06,0.18227885018501302
