Country,Time,USD-RON Spot Exchange Rate
RO,1957-01,
RO,1957-02,
RO,1957-03,
RO,1957-04,
RO,1957-05,
RO,1957-06,
RO,1957-07,
RO,1957-08,
RO,1957-09,
RO,1957-10,
RO,1957-11,
RO,1957-12,
RO,1958-01,
RO,1958-02,
RO,1958-03,
RO,1958-04,
RO,1958-05,
RO,1958-06,
RO,1958-07,
RO,1958-08,
RO,1958-09,
RO,1958-10,
RO,1958-11,
RO,1958-12,
RO,1959-01,
RO,1959-02,
RO,1959-03,
RO,1959-04,
RO,1959-05,
RO,1959-06,
RO,1959-07,
RO,1959-08,
RO,1959-09,
RO,1959-10,
RO,1959-11,
RO,1959-12,
RO,1960-01,0.0005999999999
RO,1960-02,0.0005999999999
RO,1960-03,0.0005999999999
RO,1960-04,0.0005999999999
RO,1960-05,0.0005999999999
RO,1960-06,0.0005999999999
RO,1960-07,0.0005999999999
RO,1960-08,0.0005999999999
RO,1960-09,0.0005999999999
RO,1960-10,0.0005999999999
RO,1960-11,0.0005999999999
RO,1960-12,0.0005999999999
RO,1961-01,0.0005999999999
RO,1961-02,0.0005999999999
RO,1961-03,0.0005999999999
RO,1961-04,0.0005999999999
RO,1961-05,0.0005999999999
RO,1961-06,0.0005999999999
RO,1961-07,0.0005999999999
RO,1961-08,0.0005999999999
RO,1961-09,0.0005999999999
RO,1961-10,0.0005999999999
RO,1961-11,0.0005999999999
RO,1961-12,0.0005999999999
RO,1962-01,0.0005999999999
RO,1962-02,0.0005999999999
RO,1962-03,0.0005999999999
RO,1962-04,0.0005999999999
RO,1962-05,0.0005999999999
RO,1962-06,0.0005999999999
RO,1962-07,0.0005999999999
RO,1962-08,0.0005999999999
RO,1962-09,0.0005999999999
RO,1962-10,0.0005999999999
RO,1962-11,0.0005999999999
RO,1962-12,0.0005999999999
RO,1963-01,0.0005999999999
RO,1963-02,0.0005999999999
RO,1963-03,0.0005999999999
RO,1963-04,0.0005999999999
RO,1963-05,0.0005999999999
RO,1963-06,0.0005999999999
RO,1963-07,0.0005999999999
RO,1963-08,0.0005999999999
RO,1963-09,0.0005999999999
RO,1963-10,0.0005999999999
RO,1963-11,0.0005999999999
RO,1963-12,0.0005999999999
RO,1964-01,0.0005999999999
RO,1964-02,0.0005999999999
RO,1964-03,0.0005999999999
RO,1964-04,0.0005999999999
RO,1964-05,0.0005999999999
RO,1964-06,0.0005999999999
RO,1964-07,0.0005999999999
RO,1964-08,0.0005999999999
RO,1964-09,0.0005999999999
RO,1964-10,0.0005999999999
RO,1964-11,0.0005999999999
RO,1964-12,0.0005999999999
RO,1965-01,0.0005999999999
RO,1965-02,0.0005999999999
RO,1965-03,0.0005999999999
RO,1965-04,0.0005999999999
RO,1965-05,0.0005999999999
RO,1965-06,0.0005999999999
RO,1965-07,0.0005999999999
RO,1965-08,0.0005999999999
RO,1965-09,0.0005999999999
RO,1965-10,0.0005999999999
RO,1965-11,0.0005999999999
RO,1965-12,0.0005999999999
RO,1966-01,0.0005999999999
RO,1966-02,0.0005999999999
RO,1966-03,0.0005999999999
RO,1966-04,0.0005999999999
RO,1966-05,0.0005999999999
RO,1966-06,0.0005999999999
RO,1966-07,0.0005999999999
RO,1966-08,0.0005999999999
RO,1966-09,0.0005999999999
RO,1966-10,0.0005999999999
RO,1966-11,0.0005999999999
RO,1966-12,0.0005999999999
RO,1967-01,0.0005999999999
RO,1967-02,0.0005999999999
RO,1967-03,0.0005999999999
RO,1967-04,0.0005999999999
RO,1967-05,0.0005999999999
RO,1967-06,0.0005999999999
RO,1967-07,0.0005999999999
RO,1967-08,0.0005999999999
RO,1967-09,0.0005999999999
RO,1967-10,0.0005999999999
RO,1967-11,0.0005999999999
RO,1967-12,0.0005999999999
RO,1968-01,0.0005999999999
RO,1968-02,0.0005999999999
RO,1968-03,0.0005999999999
RO,1968-04,0.0005999999999
RO,1968-05,0.0005999999999
RO,1968-06,0.0005999999999
RO,1968-07,0.0005999999999
RO,1968-08,0.0005999999999
RO,1968-09,0.0005999999999
RO,1968-10,0.0005999999999
RO,1968-11,0.0005999999999
RO,1968-12,0.0005999999999
RO,1969-01,0.0005999999999
RO,1969-02,0.0005999999999
RO,1969-03,0.0005999999999
RO,1969-04,0.0005999999999
RO,1969-05,0.0005999999999
RO,1969-06,0.0005999999999
RO,1969-07,0.0005999999999
RO,1969-08,0.0005999999999
RO,1969-09,0.0005999999999
RO,1969-10,0.0005999999999
RO,1969-11,0.0005999999999
RO,1969-12,0.0005999999999
RO,1970-01,0.0005999999999
RO,1970-02,0.0005999999999
RO,1970-03,0.0005999999999
RO,1970-04,0.0005999999999
RO,1970-05,0.0005999999999
RO,1970-06,0.0005999999999
RO,1970-07,0.0005999999999
RO,1970-08,0.0005999999999
RO,1970-09,0.0005999999999
RO,1970-10,0.0005999999999
RO,1970-11,0.0005999999999
RO,1970-12,0.0005999999999
RO,1971-01,0.0005999999999
RO,1971-02,0.0005999999999
RO,1971-03,0.0005999999999
RO,1971-04,0.0005999999999
RO,1971-05,0.0005999999999
RO,1971-06,0.0005999999999
RO,1971-07,0.0005999999999
RO,1971-08,0.0005999999999
RO,1971-09,0.0005999999999
RO,1971-10,0.0005999999999
RO,1971-11,0.0005999999999
RO,1971-12,0.0005999999999
RO,1972-01,0.0005529999999
RO,1972-02,0.0005529999999
RO,1972-03,0.0005529999999
RO,1972-04,0.0005529999999
RO,1972-05,0.0005529999999
RO,1972-06,0.0005529999999
RO,1972-07,0.0005529999999
RO,1972-08,0.0005529999999
RO,1972-09,0.0005529999999
RO,1972-10,0.0005529999999
RO,1972-11,0.0005529999999
RO,1972-12,0.0005529999999
RO,1973-01,0.0005529999999
RO,1973-02,0.002
RO,1973-03,0.002
RO,1973-04,0.002
RO,1973-05,0.002
RO,1973-06,0.002
RO,1973-07,0.002
RO,1973-08,0.002
RO,1973-09,0.002
RO,1973-10,0.002
RO,1973-11,0.002
RO,1973-12,0.002
RO,1974-01,0.002
RO,1974-02,0.002
RO,1974-03,0.002
RO,1974-04,0.002
RO,1974-05,0.002
RO,1974-06,0.002
RO,1974-07,0.002
RO,1974-08,0.002
RO,1974-09,0.002
RO,1974-10,0.002
RO,1974-11,0.002
RO,1974-12,0.002
RO,1975-01,0.002
RO,1975-02,0.002
RO,1975-03,0.002
RO,1975-04,0.002
RO,1975-05,0.002
RO,1975-06,0.002
RO,1975-07,0.002
RO,1975-08,0.002
RO,1975-09,0.002
RO,1975-10,0.002
RO,1975-11,0.002
RO,1975-12,0.002
RO,1976-01,0.002
RO,1976-02,0.002
RO,1976-03,0.002
RO,1976-04,0.002
RO,1976-05,0.002
RO,1976-06,0.002
RO,1976-07,0.002
RO,1976-08,0.002
RO,1976-09,0.002
RO,1976-10,0.002
RO,1976-11,0.002
RO,1976-12,0.002
RO,1977-01,0.002
RO,1977-02,0.002
RO,1977-03,0.002
RO,1977-04,0.002
RO,1977-05,0.002
RO,1977-06,0.002
RO,1977-07,0.002
RO,1977-08,0.002
RO,1977-09,0.002
RO,1977-10,0.002
RO,1977-11,0.002
RO,1977-12,0.002
RO,1978-01,0.002
RO,1978-02,0.002
RO,1978-03,0.0018322999999
RO,1978-04,0.0018
RO,1978-05,0.0018
RO,1978-06,0.0018
RO,1978-07,0.0018
RO,1978-08,0.0018
RO,1978-09,0.0018
RO,1978-10,0.0018
RO,1978-11,0.0018
RO,1978-12,0.0018
RO,1979-01,0.0018
RO,1979-02,0.0018
RO,1979-03,0.0018
RO,1979-04,0.0018
RO,1979-05,0.0018
RO,1979-06,0.0018
RO,1979-07,0.0018
RO,1979-08,0.0018
RO,1979-09,0.0018
RO,1979-10,0.0018
RO,1979-11,0.0018
RO,1979-12,0.0018
RO,1980-01,0.0018
RO,1980-02,0.0018
RO,1980-03,0.0018
RO,1980-04,0.0018
RO,1980-05,0.0018
RO,1980-06,0.0018
RO,1980-07,0.0018
RO,1980-08,0.0018
RO,1980-09,0.0018
RO,1980-10,0.0018
RO,1980-11,0.0018
RO,1980-12,0.0018
RO,1981-01,0.0015
RO,1981-02,0.0015
RO,1981-03,0.0015
RO,1981-04,0.0015
RO,1981-05,0.0015
RO,1981-06,0.0015
RO,1981-07,0.0015
RO,1981-08,0.0015
RO,1981-09,0.0015
RO,1981-10,0.0015
RO,1981-11,0.0015
RO,1981-12,0.0015
RO,1982-01,0.0015
RO,1982-02,0.0015
RO,1982-03,0.0015
RO,1982-04,0.0015
RO,1982-05,0.0015
RO,1982-06,0.0015
RO,1982-07,0.0015
RO,1982-08,0.0015
RO,1982-09,0.0015
RO,1982-10,0.0015
RO,1982-11,0.0015
RO,1982-12,0.0015
RO,1983-01,0.00165
RO,1983-02,0.00165
RO,1983-03,0.00165
RO,1983-04,0.00165
RO,1983-05,0.00165
RO,1983-06,0.00165
RO,1983-07,0.0017529999999
RO,1983-08,0.0017850999999
RO,1983-09,0.0017920999999
RO,1983-10,0.0017719999999
RO,1983-11,0.0017909999999
RO,1983-12,0.0018209999999
RO,1984-01,0.0021829999999
RO,1984-02,0.0021639999999
RO,1984-03,0.0021179999999
RO,1984-04,0.0021258999999
RO,1984-05,0.0021777999999
RO,1984-06,0.0021781
RO,1984-07,0.0022285
RO,1984-08,0.0022487
RO,1984-09,0.0022952
RO,1984-10,0.0023367
RO,1984-11,0.0017229
RO,1984-12,0.0017574
RO,1985-01,0.0017891
RO,1985-02,0.0018187999999
RO,1985-03,0.0018538999999
RO,1985-04,0.0017679
RO,1985-05,0.0017670999999
RO,1985-06,0.0017491999999
RO,1985-07,0.0017069
RO,1985-08,0.0016602
RO,1985-09,0.0016785999999
RO,1985-10,0.0016062
RO,1985-11,0.0015984
RO,1985-12,0.0015734
RO,1986-01,0.0015481
RO,1986-02,0.0015337
RO,1986-03,0.0016891999999
RO,1986-04,0.0017785
RO,1986-05,0.0017359999999
RO,1986-06,0.0017535
RO,1986-07,0.0016
RO,1986-08,0.0015589
RO,1986-09,0.0015474
RO,1986-10,0.0015416
RO,1986-11,0.0015552
RO,1986-12,0.001542
RO,1987-01,0.0015017
RO,1987-02,0.001472
RO,1987-03,0.001473
RO,1987-04,0.0014623
RO,1987-05,0.001444
RO,1987-06,0.0014591
RO,1987-07,0.001469
RO,1987-08,0.0014813
RO,1987-09,0.0014558
RO,1987-10,0.0014607
RO,1987-11,0.0014073
RO,1987-12,0.0013822
RO,1988-01,0.0013772
RO,1988-02,0.0014033
RO,1988-03,0.0013996
RO,1988-04,0.0013884
RO,1988-05,0.001396
RO,1988-06,0.0014193
RO,1988-07,0.0014593
RO,1988-08,0.0014824
RO,1988-09,0.0014821
RO,1988-10,0.001472
RO,1988-11,0.0014306
RO,1988-12,0.0014221
RO,1989-01,0.0014555
RO,1989-02,0.0014676
RO,1989-03,0.0014738
RO,1989-04,0.0014849
RO,1989-05,0.001508
RO,1989-06,0.0015398
RO,1989-07,0.0015039
RO,1989-08,0.0015022
RO,1989-09,0.001528
RO,1989-10,0.0014974
RO,1989-11,0.0014846
RO,1989-12,0.0014602
RO,1990-01,0.0014325
RO,1990-02,0.002096
RO,1990-03,0.0021184
RO,1990-04,0.0021109
RO,1990-05,0.0020801
RO,1990-06,0.0020864
RO,1990-07,0.0020544
RO,1990-08,0.0020127
RO,1990-09,0.0019894
RO,1990-10,0.0019691
RO,1990-11,0.0034932
RO,1990-12,0.0034754
RO,1991-01,0.0034142
RO,1991-02,0.003453
RO,1991-03,0.0035847
RO,1991-04,0.0059534
RO,1991-05,0.0060192
RO,1991-06,0.0061141
RO,1991-07,0.0062102
RO,1991-08,0.0060949
RO,1991-09,0.006068
RO,1991-10,0.005994
RO,1991-11,0.020174
RO,1991-12,0.018585
RO,1992-01,0.019491
RO,1992-02,0.01976
RO,1992-03,0.0198
RO,1992-04,0.019838
RO,1992-05,0.02236
RO,1992-06,0.026132
RO,1992-07,0.034939
RO,1992-08,0.037524
RO,1992-09,0.040414
RO,1992-10,0.043
RO,1992-11,0.043
RO,1992-12,0.043286
RO,1993-01,0.04701
RO,1993-02,0.05105
RO,1993-03,0.058604
RO,1993-04,0.060371
RO,1993-05,0.062143
RO,1993-06,0.06885
RO,1993-07,0.07685
RO,1993-08,0.080859
RO,1993-09,0.087
RO,1993-10,0.098457
RO,1993-11,0.106786
RO,1993-12,0.114081
RO,1994-01,0.138716
RO,1994-02,0.14935
RO,1994-03,0.16013
RO,1994-04,0.167071
RO,1994-05,0.165724
RO,1994-06,0.166709
RO,1994-07,0.168571
RO,1994-08,0.168783
