99xx_HTS,Mapped_HTS,Revision,Publication_Date
9903.85.08,8302.10.3000,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8302.10.6030,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8302.10.6060,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8302.10.6090,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8302.20.0000,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8302.30.3010,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8302.30.3060,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8302.41.3000,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8302.41.6015,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8302.41.6045,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8302.41.6050,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8302.41.6080,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8302.42.3010,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8302.42.3015,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8302.42.3065,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8302.49.6035,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8302.49.6045,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8302.49.6055,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8302.49.6085,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8302.50.0000,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8302.60.3000,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8302.60.9000,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8305.10.0050,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8306.30.0000,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8414.59.6590,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8415.90.8025,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8415.90.8045,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8415.90.8085,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8418.99.8005,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8418.99.8050,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8418.99.8060,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8419.50.5000,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8419.90.1000,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8422.90.0640,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8424.90.9080,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8473.30.2000,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8473.30.5100,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8479.89.9599,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8479.90.8500,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8479.90.9596,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8481.90.9060,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8481.90.9085,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8486.90.0000,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8487.90.0080,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8503.00.9520,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8508.70.0000,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8513.90.2000,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8515.90.2000,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8516.90.5000,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8516.90.8050,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8517.71.0000,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8517.79.0000,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8529.90.7300,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8529.90.9760,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8536.90.8585,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8538.10.0000,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8541.90.0000,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8543.90.8885,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8547.90.0020,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8547.90.0030,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8547.90.0040,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8708.10.3050,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8708.29.5160,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8708.80.6590,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8708.99.6890,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8716.80.5010,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8807.30.0060,hts_2025_revision_4_csv,2025-03-11
9903.85.08,9013.90.8000,hts_2025_revision_4_csv,2025-03-11
9903.85.08,9031.90.9195,hts_2025_revision_4_csv,2025-03-11
9903.85.08,9401.99.9081,hts_2025_revision_4_csv,2025-03-11
9903.85.08,9403.99.1040,hts_2025_revision_4_csv,2025-03-11
9903.85.08,9403.99.9010,hts_2025_revision_4_csv,2025-03-11
9903.85.08,9403.99.9015,hts_2025_revision_4_csv,2025-03-11
9903.85.08,9403.99.9020,hts_2025_revision_4_csv,2025-03-11
9903.85.08,9403.99.9040,hts_2025_revision_4_csv,2025-03-11
9903.85.08,9403.99.9045,hts_2025_revision_4_csv,2025-03-11
9903.85.08,9405.99.4020,hts_2025_revision_4_csv,2025-03-11
9903.85.08,9506.11.4080,hts_2025_revision_4_csv,2025-03-11
9903.85.08,9506.51.4000,hts_2025_revision_4_csv,2025-03-11
9903.85.08,9506.51.6000,hts_2025_revision_4_csv,2025-03-11
9903.85.08,9506.59.4040,hts_2025_revision_4_csv,2025-03-11
9903.85.08,9506.70.2090,hts_2025_revision_4_csv,2025-03-11
9903.85.08,9506.91.0010,hts_2025_revision_4_csv,2025-03-11
9903.85.08,9506.91.0020,hts_2025_revision_4_csv,2025-03-11
9903.85.08,9506.91.0030,hts_2025_revision_4_csv,2025-03-11
9903.85.08,9506.99.0510,hts_2025_revision_4_csv,2025-03-11
9903.85.08,9506.99.0520,hts_2025_revision_4_csv,2025-03-11
9903.85.08,9506.99.0530,hts_2025_revision_4_csv,2025-03-11
9903.85.08,9506.99.1500,hts_2025_revision_4_csv,2025-03-11
9903.85.08,9506.99.2000,hts_2025_revision_4_csv,2025-03-11
9903.85.08,9506.99.2580,hts_2025_revision_4_csv,2025-03-11
9903.85.08,9506.99.2800,hts_2025_revision_4_csv,2025-03-11
9903.85.08,9506.99.5500,hts_2025_revision_4_csv,2025-03-11
9903.85.08,9506.99.6080,hts_2025_revision_4_csv,2025-03-11
9903.85.08,9507.30.2000,hts_2025_revision_4_csv,2025-03-11
9903.85.08,9507.30.4000,hts_2025_revision_4_csv,2025-03-11
9903.85.08,9507.30.6000,hts_2025_revision_4_csv,2025-03-11
9903.85.08,9507.30.8000,hts_2025_revision_4_csv,2025-03-11
9903.85.08,9507.90.6000,hts_2025_revision_4_csv,2025-03-11
9903.94.01,8703.22.01,hts_2025_revision_6_csv,2025-04-03
9903.94.01,8703.23.01,hts_2025_revision_6_csv,2025-04-03
9903.94.01,8703.24.01,hts_2025_revision_6_csv,2025-04-03
9903.94.01,8703.31.01,hts_2025_revision_6_csv,2025-04-03
9903.94.01,8703.32.01,hts_2025_revision_6_csv,2025-04-03
9903.94.01,8703.33.01,hts_2025_revision_6_csv,2025-04-03
9903.94.01,8703.40.00,hts_2025_revision_6_csv,2025-04-03
9903.94.01,8703.50.00,hts_2025_revision_6_csv,2025-04-03
9903.94.01,8703.60.00,hts_2025_revision_6_csv,2025-04-03
9903.94.01,8703.70.00,hts_2025_revision_6_csv,2025-04-03
9903.94.01,8703.80.00,hts_2025_revision_6_csv,2025-04-03
9903.94.01,8703.90.01,hts_2025_revision_6_csv,2025-04-03
9903.94.01,8704.21.01,hts_2025_revision_6_csv,2025-04-03
9903.94.01,8704.31.01,hts_2025_revision_6_csv,2025-04-03
9903.94.01,8704.41.00,hts_2025_revision_6_csv,2025-04-03
9903.94.01,8704.51.00,hts_2025_revision_6_csv,2025-04-03
9903.94.01,8704.60.00,hts_2025_revision_6_csv,2025-04-03
