99xx_HTS,Mapped_HTS,Normalized_HTS,Revision,Publication_Date,effective_pct_delta
9903.81.90,7308.10.00,730810,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7308.20.00,730820,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7308.30.10,730830,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7308.30.50,730830,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7308.40.00,730840,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7308.90.30,730890,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7308.90.60,730890,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7308.90.70,730890,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7308.90.95,730890,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7309.00.00,730900,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7310.10.00,731010,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7310.21.00,731021,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7310.29.00,731029,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7311.00.00,731100,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7312.10.05,731210,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7312.10.10,731210,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7312.10.20,731210,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7312.10.30,731210,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7312.10.50,731210,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7312.10.60,731210,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7312.10.70,731210,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7312.10.80,731210,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7312.10.90,731210,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7312.90.00,731290,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7313.00.00,731300,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7314.12.10,731412,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7314.12.20,731412,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7314.12.30,731412,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7314.12.60,731412,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7314.12.90,731412,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7314.14.10,731414,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7314.14.20,731414,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7314.14.30,731414,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7314.14.60,731414,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7314.14.90,731414,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7314.19.01,731419,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7314.20.00,731420,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7314.31.10,731431,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7314.31.50,731431,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7314.39.00,731439,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7314.41.00,731441,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7314.42.00,731442,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7314.49.30,731449,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7314.49.60,731449,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7314.50.00,731450,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7315.11.00,731511,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7315.12.00,731512,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7315.19.00,731519,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7315.20.10,731520,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7315.20.50,731520,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7315.81.00,731581,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7315.82.10,731582,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7315.82.30,731582,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7315.82.50,731582,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7315.82.70,731582,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7315.89.10,731589,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7315.89.30,731589,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7315.89.50,731589,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7315.90.00,731590,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7316.00.00,731600,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7317.00.10,731700,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7317.00.20,731700,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7317.00.55,731700,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7317.00.65,731700,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7317.00.75,731700,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7318.11.00,731811,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7318.12.00,731812,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7318.13.00,731813,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7318.14.10,731814,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7318.14.50,731814,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7318.15.20,731815,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7318.15.40,731815,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7318.15.50,731815,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7318.15.60,731815,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7318.15.80,731815,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7318.16.00,731816,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7318.19.00,731819,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7318.21.00,731821,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7318.22.00,731822,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7318.23.00,731823,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7318.24.00,731824,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7318.29.00,731829,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7319.40.20,731940,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7319.40.30,731940,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7319.40.50,731940,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7319.90.10,731990,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7319.90.90,731990,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7320.10.30,732010,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7320.10.60,732010,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7320.10.90,732010,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7320.20.10,732020,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7320.20.50,732020,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7320.90.10,732090,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7320.90.50,732090,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7321.11.10,732111,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7321.11.30,732111,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7321.11.60,732111,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7321.12.00,732112,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7321.19.00,732119,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7321.81.10,732181,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7321.81.50,732181,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7321.82.10,732182,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7321.82.50,732182,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7321.89.00,732189,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7321.90.10,732190,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7321.90.20,732190,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7321.90.40,732190,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7321.90.50,732190,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7321.90.60,732190,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7322.19.00,732219,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7322.90.00,732290,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7323.10.00,732310,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7323.93.00,732393,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7323.94.00,732394,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7323.99.10,732399,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7323.99.30,732399,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7323.99.50,732399,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7323.99.70,732399,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7323.99.90,732399,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7324.10.00,732410,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7324.29.00,732429,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7324.90.00,732490,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7325.91.00,732591,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7325.99.10,732599,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7325.99.50,732599,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7326.11.00,732611,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7326.19.00,732619,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7326.20.00,732620,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7326.90.10,732690,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7326.90.25,732690,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7326.90.35,732690,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7326.90.45,732690,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7326.90.60,732690,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.90,7326.90.86,732690,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.91,8431.31.00,843131,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.91,8431.42.00,843142,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.91,8431.49.10,843149,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.91,8431.49.90,843149,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.91,8432.10.00,843210,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.91,8432.90.00,843290,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.91,8547.90.00,854790,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.91,9403.20.00,940320,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.91,9405.99.20,940599,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.91,9405.99.40,940599,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.91,9406.20.00,940620,hts_2025_revision_14_csv,2025-06-02,25.0
9903.81.91,9406.90.01,940690,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.02,7601,7601,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.02,7604,7604,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.02,7605,7605,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.02,7606,7606,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.02,7607,7607,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.02,7608,7608,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.02,7609,7609,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.02,7616.99.51,761699,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.04,7614.10.50,761410,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.04,7614.90.20,761490,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.04,7614.90.40,761490,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.04,7614.90.50,761490,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.04,8708.10.30,870810,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.04,8708.29.21,870829,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.07,7615.10.2015,761510,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.07,7615.10.2025,761510,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.07,7615.10.3015,761510,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.07,7615.10.3025,761510,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.07,7615.10.5020,761510,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.07,7615.10.5040,761510,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.07,7615.10.7125,761510,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.07,7615.10.7130,761510,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.07,7615.10.7155,761510,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.07,7615.10.7180,761510,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.07,7615.10.9100,761510,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.07,7615.20.0000,761520,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.07,7616.10.9090,761610,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.07,7616.99.1000,761699,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.07,7616.99.5130,761699,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.07,7616.99.5140,761699,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,6603.90.8100,660390,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,8302.10.3000,830210,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,8302.10.6030,830210,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,8302.10.6060,830210,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,8302.10.6090,830210,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,8302.20.0000,830220,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,8302.30.3010,830230,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,8302.30.3060,830230,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,8302.41.3000,830241,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,8302.41.6015,830241,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,8302.41.6045,830241,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,8302.41.6050,830241,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,8302.41.6080,830241,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,8302.42.3010,830242,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,8302.42.3015,830242,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,8302.42.3065,830242,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,8302.49.6035,830249,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,8302.49.6045,830249,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,8302.49.6055,830249,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,8302.49.6085,830249,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,8302.50.0000,830250,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,8302.60.3000,830260,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,8302.60.9000,830260,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,8305.10.0050,830510,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,8306.30.0000,830630,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,8414.59.6590,841459,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,8415.90.8025,841590,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,8415.90.8045,841590,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,8415.90.8085,841590,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,8418.99.8005,841899,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,8418.99.8050,841899,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,8418.99.8060,841899,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,8419.50.5000,841950,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,8419.90.1000,841990,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,8422.90.0640,842290,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,8424.90.9080,842490,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,8473.30.2000,847330,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,8473.30.5100,847330,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,8479.89.9599,847989,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,8479.90.8500,847990,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,8479.90.9596,847990,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,8481.90.9060,848190,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,8481.90.9085,848190,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,8486.90.0000,848690,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,8487.90.0080,848790,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,8503.00.9520,850300,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,8508.70.0000,850870,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,8513.90.2000,851390,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,8515.90.2000,851590,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,8516.90.5000,851690,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,8516.90.8050,851690,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,8517.71.0000,851771,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,8517.79.0000,851779,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,8529.90.7300,852990,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,8529.90.9760,852990,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,8536.90.8585,853690,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,8538.10.0000,853810,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,8541.90.0000,854190,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,8543.90.8885,854390,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,8547.90.0020,854790,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,8547.90.0030,854790,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,8547.90.0040,854790,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,8708.10.3050,870810,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,8708.29.5160,870829,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,8708.80.6590,870880,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,8708.99.6890,870899,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,8716.80.5010,871680,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,8807.30.0060,880730,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,9013.90.8000,901390,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,9031.90.9195,903190,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,9401.99.9081,940199,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,9403.99.1040,940399,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,9403.99.9010,940399,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,9403.99.9015,940399,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,9403.99.9020,940399,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,9403.99.9040,940399,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,9403.99.9045,940399,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,9405.99.4020,940599,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,9506.11.4080,950611,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,9506.51.4000,950651,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,9506.51.6000,950651,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,9506.59.4040,950659,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,9506.70.2090,950670,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,9506.91.0010,950691,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,9506.91.0020,950691,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,9506.91.0030,950691,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,9506.99.0510,950699,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,9506.99.0520,950699,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,9506.99.0530,950699,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,9506.99.1500,950699,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,9506.99.2000,950699,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,9506.99.2580,950699,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,9506.99.2800,950699,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,9506.99.5500,950699,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,9506.99.6080,950699,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,9507.30.2000,950730,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,9507.30.4000,950730,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,9507.30.6000,950730,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,9507.30.8000,950730,hts_2025_revision_14_csv,2025-06-02,25.0
9903.85.08,9507.90.6000,950790,hts_2025_revision_14_csv,2025-06-02,25.0
9903.78.01,7407.10.15,740710,hts_2025_revision_17_csv,2025-08-01,50.0
9903.78.01,7406.20.00,740620,hts_2025_revision_17_csv,2025-08-01,50.0
9903.78.01,7406.10.00,740610,hts_2025_revision_17_csv,2025-08-01,50.0
9903.78.01,7407.21.15,740721,hts_2025_revision_17_csv,2025-08-01,50.0
9903.78.01,7407.10.50,740710,hts_2025_revision_17_csv,2025-08-01,50.0
9903.78.01,7407.10.30,740710,hts_2025_revision_17_csv,2025-08-01,50.0
9903.78.01,7407.21.70,740721,hts_2025_revision_17_csv,2025-08-01,50.0
9903.78.01,7407.21.50,740721,hts_2025_revision_17_csv,2025-08-01,50.0
9903.78.01,7407.21.30,740721,hts_2025_revision_17_csv,2025-08-01,50.0
9903.78.01,7407.29.34,740729,hts_2025_revision_17_csv,2025-08-01,50.0
9903.78.01,7407.29.16,740729,hts_2025_revision_17_csv,2025-08-01,50.0
9903.78.01,7407.21.90,740721,hts_2025_revision_17_csv,2025-08-01,50.0
9903.78.01,7407.29.50,740729,hts_2025_revision_17_csv,2025-08-01,50.0
9903.78.01,7407.29.40,740729,hts_2025_revision_17_csv,2025-08-01,50.0
9903.78.01,7407.29.38,740729,hts_2025_revision_17_csv,2025-08-01,50.0
9903.78.01,7408.19.00,740819,hts_2025_revision_17_csv,2025-08-01,50.0
9903.78.01,7408.11.60,740811,hts_2025_revision_17_csv,2025-08-01,50.0
9903.78.01,7408.11.30,740811,hts_2025_revision_17_csv,2025-08-01,50.0
9903.78.01,7408.22.50,740822,hts_2025_revision_17_csv,2025-08-01,50.0
9903.78.01,7408.22.10,740822,hts_2025_revision_17_csv,2025-08-01,50.0
9903.78.01,7408.21.00,740821,hts_2025_revision_17_csv,2025-08-01,50.0
9903.78.01,7409.11.10,740911,hts_2025_revision_17_csv,2025-08-01,50.0
9903.78.01,7408.29.50,740829,hts_2025_revision_17_csv,2025-08-01,50.0
9903.78.01,7408.29.10,740829,hts_2025_revision_17_csv,2025-08-01,50.0
9903.78.01,7409.19.50,740919,hts_2025_revision_17_csv,2025-08-01,50.0
9903.78.01,7409.19.10,740919,hts_2025_revision_17_csv,2025-08-01,50.0
9903.78.01,7409.11.50,740911,hts_2025_revision_17_csv,2025-08-01,50.0
9903.78.01,7409.29.00,740929,hts_2025_revision_17_csv,2025-08-01,50.0
9903.78.01,7409.21.00,740921,hts_2025_revision_17_csv,2025-08-01,50.0
9903.78.01,7409.19.90,740919,hts_2025_revision_17_csv,2025-08-01,50.0
9903.78.01,7409.31.90,740931,hts_2025_revision_17_csv,2025-08-01,50.0
9903.78.01,7409.31.50,740931,hts_2025_revision_17_csv,2025-08-01,50.0
9903.78.01,7409.31.10,740931,hts_2025_revision_17_csv,2025-08-01,50.0
9903.78.01,7409.39.90,740939,hts_2025_revision_17_csv,2025-08-01,50.0
9903.78.01,7409.39.50,740939,hts_2025_revision_17_csv,2025-08-01,50.0
9903.78.01,7409.39.10,740939,hts_2025_revision_17_csv,2025-08-01,50.0
9903.78.01,7409.90.50,740990,hts_2025_revision_17_csv,2025-08-01,50.0
9903.78.01,7409.90.10,740990,hts_2025_revision_17_csv,2025-08-01,50.0
9903.78.01,7409.40.00,740940,hts_2025_revision_17_csv,2025-08-01,50.0
9903.78.01,7410.12.00,741012,hts_2025_revision_17_csv,2025-08-01,50.0
9903.78.01,7410.11.00,741011,hts_2025_revision_17_csv,2025-08-01,50.0
9903.78.01,7409.90.90,740990,hts_2025_revision_17_csv,2025-08-01,50.0
9903.78.01,7410.22.00,741022,hts_2025_revision_17_csv,2025-08-01,50.0
9903.78.01,7410.21.60,741021,hts_2025_revision_17_csv,2025-08-01,50.0
9903.78.01,7410.21.30,741021,hts_2025_revision_17_csv,2025-08-01,50.0
9903.78.01,7411.21.10,741121,hts_2025_revision_17_csv,2025-08-01,50.0
9903.78.01,7411.10.50,741110,hts_2025_revision_17_csv,2025-08-01,50.0
9903.78.01,7411.10.10,741110,hts_2025_revision_17_csv,2025-08-01,50.0
9903.78.01,7411.29.10,741129,hts_2025_revision_17_csv,2025-08-01,50.0
9903.78.01,7411.22.00,741122,hts_2025_revision_17_csv,2025-08-01,50.0
9903.78.01,7411.21.50,741121,hts_2025_revision_17_csv,2025-08-01,50.0
9903.78.01,7412.20.00,741220,hts_2025_revision_17_csv,2025-08-01,50.0
9903.78.01,7412.10.00,741210,hts_2025_revision_17_csv,2025-08-01,50.0
9903.78.01,7411.29.50,741129,hts_2025_revision_17_csv,2025-08-01,50.0
